TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,28,0.93,463,15.43,14.50,ENTRY->WAIT->OUT,13.67s: ENTRY->WAIT; 14.40s: WAIT->OUT
2,False,Turned Back,33,1.10,180,6.00,4.90,ENTRY,
3,False,Turned Back,43,1.43,224,7.47,6.03,ENTRY,
4,True,Valid Sequence,44,1.47,350,11.67,10.20,ENTRY->WAIT->OUT,6.90s: ENTRY->WAIT; 9.27s: WAIT->OUT
5,True,Valid Sequence,65,2.17,554,18.47,16.30,ENTRY->WAIT->OUT,5.57s: ENTRY->WAIT; 16.70s: WAIT->OUT
6,True,Valid Sequence,100,3.33,418,13.93,10.60,ENTRY->WAIT->OUT,5.50s: ENTRY->WAIT; 10.23s: WAIT->OUT
7,True,Valid Sequence,104,3.47,341,11.37,7.90,ENTRY->WAIT->OUT,7.40s: ENTRY->WAIT; 8.73s: WAIT->OUT
8,True,Valid Sequence,106,3.53,385,12.83,9.30,ENTRY->WAIT->OUT,7.03s: ENTRY->WAIT; 9.30s: WAIT->OUT
9,True,Valid Sequence,114,3.80,377,12.57,8.77,ENTRY->WAIT->OUT,8.97s: ENTRY->WAIT; 10.27s: WAIT->OUT
10,True,Valid Sequence,118,3.93,413,13.77,9.83,ENTRY->WAIT->OUT,10.83s: ENTRY->WAIT; 11.93s: WAIT->OUT
11,True,Valid Sequence,130,4.33,571,19.03,14.70,ENTRY->WAIT->OUT,13.03s: ENTRY->WAIT; 14.30s: WAIT->OUT
12,True,Valid Sequence,136,4.53,345,11.50,6.97,ENTRY->WAIT->OUT,6.73s: ENTRY->WAIT; 9.03s: WAIT->OUT
13,True,Valid (Retried),141,4.70,372,12.40,7.70,ENTRY->WAIT->ENTRY->WAIT->OUT,6.27s: ENTRY->WAIT; 7.33s: WAIT->ENTRY; 8.03s: ENTRY->WAIT; 10.87s: WAIT->OUT
14,True,Valid Sequence,141,4.70,443,14.77,10.07,ENTRY->WAIT->OUT,12.00s: ENTRY->WAIT; 13.00s: WAIT->OUT
15,True,Valid Sequence,142,4.73,399,13.30,8.57,ENTRY->WAIT->OUT,7.50s: ENTRY->WAIT; 9.83s: WAIT->OUT
16,True,Valid Sequence,149,4.97,350,11.67,6.70,ENTRY->WAIT->OUT,7.60s: ENTRY->WAIT; 8.60s: WAIT->OUT
17,True,Valid Sequence,149,4.97,337,11.23,6.27,ENTRY->WAIT->OUT,6.97s: ENTRY->WAIT; 8.97s: WAIT->OUT
18,True,Valid Sequence,162,5.40,434,14.47,9.07,ENTRY->WAIT->OUT,12.03s: ENTRY->WAIT; 12.90s: WAIT->OUT
19,True,Valid Sequence,166,5.53,372,12.40,6.87,ENTRY->WAIT->OUT,7.57s: ENTRY->WAIT; 9.67s: WAIT->OUT
20,True,Valid Sequence,166,5.53,364,12.13,6.60,ENTRY->WAIT->OUT,7.43s: ENTRY->WAIT; 10.27s: WAIT->OUT
21,False,Turned Back,173,5.77,175,5.83,0.07,ENTRY,
22,True,Valid Sequence,174,5.80,379,12.63,6.83,ENTRY->WAIT->OUT,8.07s: ENTRY->WAIT; 10.03s: WAIT->OUT
23,True,Valid (Retried),177,5.90,430,14.33,8.43,ENTRY->WAIT->ENTRY->WAIT->OUT,9.70s: ENTRY->WAIT; 10.00s: WAIT->ENTRY; 10.37s: ENTRY->WAIT; 11.90s: WAIT->OUT
24,True,Valid Sequence,177,5.90,368,12.27,6.37,ENTRY->WAIT->OUT,7.67s: ENTRY->WAIT; 9.37s: WAIT->OUT
25,True,Valid Sequence,179,5.97,378,12.60,6.63,ENTRY->WAIT->OUT,9.37s: ENTRY->WAIT; 10.80s: WAIT->OUT
26,True,Valid Sequence,185,6.17,416,13.87,7.70,ENTRY->WAIT->OUT,8.93s: ENTRY->WAIT; 12.20s: WAIT->OUT
27,True,Valid Sequence,185,6.17,452,15.07,8.90,ENTRY->WAIT->OUT,11.20s: ENTRY->WAIT; 13.30s: WAIT->OUT
28,False,Turned Back,187,6.23,428,14.27,8.03,ENTRY,
29,True,Valid Sequence,191,6.37,351,11.70,5.33,ENTRY->WAIT->OUT,8.10s: ENTRY->WAIT; 9.70s: WAIT->OUT
30,True,Valid Sequence,193,6.43,402,13.40,6.97,ENTRY->WAIT->OUT,10.30s: ENTRY->WAIT; 11.27s: WAIT->OUT
31,True,Valid Sequence,196,6.53,398,13.27,6.73,ENTRY->WAIT->OUT,8.70s: ENTRY->WAIT; 10.73s: WAIT->OUT
32,True,Valid Sequence,198,6.60,353,11.77,5.17,ENTRY->WAIT->OUT,8.97s: ENTRY->WAIT; 9.93s: WAIT->OUT
