TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,False,Turned Back,21,0.70,24,0.80,0.10,ENTRY,
2,True,Valid Sequence,26,0.87,368,12.27,11.40,ENTRY->WAIT->OUT,1.83s: ENTRY->WAIT; 2.93s: WAIT->OUT
3,True,Valid Sequence,30,1.00,273,9.10,8.10,ENTRY->WAIT->OUT,2.00s: ENTRY->WAIT; 2.83s: WAIT->OUT
4,True,Valid Sequence,35,1.17,193,6.43,5.27,ENTRY->WAIT->OUT,2.77s: ENTRY->WAIT; 3.30s: WAIT->OUT
6,False,Turned Back,42,1.40,184,6.13,4.73,ENTRY,
7,True,Valid Sequence,42,1.40,328,10.93,9.53,ENTRY->WAIT->OUT,3.23s: ENTRY->WAIT; 4.30s: WAIT->OUT
8,True,Valid Sequence,47,1.57,447,14.90,13.33,ENTRY->WAIT->OUT,2.77s: ENTRY->WAIT; 3.33s: WAIT->OUT
9,True,Valid Sequence,51,1.70,479,15.97,14.27,ENTRY->WAIT->OUT,14.37s: ENTRY->WAIT; 14.93s: WAIT->OUT
10,True,Valid Sequence,55,1.83,316,10.53,8.70,ENTRY->WAIT->OUT,3.30s: ENTRY->WAIT; 5.83s: WAIT->OUT
11,True,Valid Sequence,58,1.93,218,7.27,5.33,ENTRY->WAIT->OUT,3.57s: ENTRY->WAIT; 4.33s: WAIT->OUT
12,True,Valid Sequence,61,2.03,390,13.00,10.97,ENTRY->WAIT->OUT,3.77s: ENTRY->WAIT; 5.17s: WAIT->OUT
13,True,Valid Sequence,65,2.17,256,8.53,6.37,ENTRY->WAIT->OUT,4.37s: ENTRY->WAIT; 5.20s: WAIT->OUT
14,True,Valid Sequence,66,2.20,223,7.43,5.23,ENTRY->WAIT->OUT,3.80s: ENTRY->WAIT; 4.50s: WAIT->OUT
15,True,Valid Sequence,69,2.30,276,9.20,6.90,ENTRY->WAIT->OUT,3.80s: ENTRY->WAIT; 4.60s: WAIT->OUT
16,True,Valid Sequence,73,2.43,355,11.83,9.40,ENTRY->WAIT->OUT,3.77s: ENTRY->WAIT; 5.00s: WAIT->OUT
17,True,Valid Sequence,76,2.53,317,10.57,8.03,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 7.63s: WAIT->OUT
18,True,Valid Sequence,88,2.93,296,9.87,6.93,ENTRY->WAIT->OUT,4.73s: ENTRY->WAIT; 5.67s: WAIT->OUT
20,True,Valid Sequence,107,3.57,297,9.90,6.33,ENTRY->WAIT->OUT,4.87s: ENTRY->WAIT; 6.67s: WAIT->OUT
21,True,Valid Sequence,114,3.80,313,10.43,6.63,ENTRY->WAIT->OUT,7.03s: ENTRY->WAIT; 7.97s: WAIT->OUT
22,True,Valid Sequence,126,4.20,286,9.53,5.33,ENTRY->WAIT->OUT,7.23s: ENTRY->WAIT; 8.00s: WAIT->OUT
23,True,Valid Sequence,138,4.60,359,11.97,7.37,ENTRY->WAIT->OUT,6.60s: ENTRY->WAIT; 7.70s: WAIT->OUT
24,True,Valid Sequence,141,4.70,376,12.53,7.83,ENTRY->WAIT->OUT,9.30s: ENTRY->WAIT; 10.17s: WAIT->OUT
25,True,Valid Sequence,144,4.80,307,10.23,5.43,ENTRY->WAIT->OUT,6.17s: ENTRY->WAIT; 7.27s: WAIT->OUT
