TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,64,2.56,190,7.60,5.04,ENTRY->WAIT->OUT,4.32s: ENTRY->WAIT; 5.68s: WAIT->OUT
2,True,Valid Sequence,65,2.60,187,7.48,4.88,ENTRY->WAIT->OUT,3.84s: ENTRY->WAIT; 5.28s: WAIT->OUT
3,True,Valid Sequence,66,2.64,211,8.44,5.80,ENTRY->WAIT->OUT,5.68s: ENTRY->WAIT; 6.84s: WAIT->OUT
4,True,Valid Sequence,68,2.72,200,8.00,5.28,ENTRY->WAIT->OUT,5.04s: ENTRY->WAIT; 6.12s: WAIT->OUT
5,True,Valid Sequence,71,2.84,193,7.72,4.88,ENTRY->WAIT->OUT,3.96s: ENTRY->WAIT; 5.44s: WAIT->OUT
6,True,Valid Sequence,71,2.84,195,7.80,4.96,ENTRY->WAIT->OUT,4.52s: ENTRY->WAIT; 5.80s: WAIT->OUT
7,True,Valid Sequence,73,2.92,197,7.88,4.96,ENTRY->WAIT->OUT,4.92s: ENTRY->WAIT; 5.88s: WAIT->OUT
8,True,Valid Sequence,80,3.20,189,7.56,4.36,ENTRY->WAIT->OUT,4.84s: ENTRY->WAIT; 5.64s: WAIT->OUT
9,True,Valid (Retried),80,3.20,205,8.20,5.00,ENTRY->WAIT->ENTRY->WAIT->OUT,4.68s: ENTRY->WAIT; 4.72s: WAIT->ENTRY; 5.12s: ENTRY->WAIT; 6.32s: WAIT->OUT
10,True,Valid Sequence,82,3.28,200,8.00,4.72,ENTRY->WAIT->OUT,5.08s: ENTRY->WAIT; 6.00s: WAIT->OUT
11,True,Valid Sequence,84,3.36,196,7.84,4.48,ENTRY->WAIT->OUT,5.12s: ENTRY->WAIT; 6.08s: WAIT->OUT
12,True,Valid Sequence,90,3.60,209,8.36,4.76,ENTRY->WAIT->OUT,5.40s: ENTRY->WAIT; 6.36s: WAIT->OUT
13,True,Valid Sequence,91,3.64,209,8.36,4.72,ENTRY->WAIT->OUT,5.12s: ENTRY->WAIT; 6.32s: WAIT->OUT
14,True,Valid Sequence,95,3.80,209,8.36,4.56,ENTRY->WAIT->OUT,5.52s: ENTRY->WAIT; 6.44s: WAIT->OUT
15,True,Valid Sequence,98,3.92,194,7.76,3.84,ENTRY->WAIT->OUT,5.32s: ENTRY->WAIT; 6.20s: WAIT->OUT
16,True,Valid Sequence,103,4.12,190,7.60,3.48,ENTRY->WAIT->OUT,5.12s: ENTRY->WAIT; 6.12s: WAIT->OUT
17,True,Valid Sequence,104,4.16,205,8.20,4.04,ENTRY->WAIT->OUT,5.52s: ENTRY->WAIT; 6.52s: WAIT->OUT
18,True,Valid Sequence,108,4.32,200,8.00,3.68,ENTRY->WAIT->OUT,5.48s: ENTRY->WAIT; 6.12s: WAIT->OUT
19,True,Valid Sequence,122,4.88,275,11.00,6.12,ENTRY->WAIT->OUT,5.76s: ENTRY->WAIT; 7.24s: WAIT->OUT
20,True,Valid Sequence,123,4.92,285,11.40,6.48,ENTRY->WAIT->OUT,9.28s: ENTRY->WAIT; 10.04s: WAIT->OUT
21,True,Valid Sequence,123,4.92,216,8.64,3.72,ENTRY->WAIT->OUT,5.72s: ENTRY->WAIT; 6.56s: WAIT->OUT
22,True,Valid Sequence,124,4.96,225,9.00,4.04,ENTRY->WAIT->OUT,6.04s: ENTRY->WAIT; 7.04s: WAIT->OUT
23,True,Valid Sequence,126,5.04,206,8.24,3.20,ENTRY->WAIT->OUT,5.72s: ENTRY->WAIT; 6.48s: WAIT->OUT
24,True,Valid Sequence,132,5.28,206,8.24,2.96,ENTRY->WAIT->OUT,5.88s: ENTRY->WAIT; 6.56s: WAIT->OUT
