video,actual,total_line,valid_traj,error_line,paper_actual,paper_count,paper_error,paper_correct,review_status,reviewed,needs_review,review_note,review_tags,elapsed
long_video.mp4,,2187,2193,,,2187,,,no_ground_truth,0,0,,,1056.6
