frame,timestamp,event,track_id,zone,details
0,0.00s,NEW_ID,1,ENTRY,ID 1 appeared in ENTRY
0,0.00s,NEW_ID,2,ENTRY,ID 2 appeared in ENTRY
0,0.00s,NEW_ID,3,ENTRY,ID 3 appeared in ENTRY
9,0.30s,NEW_ID,4,ENTRY,ID 4 appeared in ENTRY
16,0.53s,NEW_ID,5,ENTRY,ID 5 appeared in ENTRY
17,0.57s,NEW_ID,6,ENTRY,ID 6 appeared in ENTRY
24,0.80s,NEW_ID,7,ENTRY,ID 7 appeared in ENTRY
25,0.83s,NEW_ID,8,ENTRY,ID 8 appeared in ENTRY
31,1.03s,NEW_ID,9,ENTRY,ID 9 appeared in ENTRY
35,1.17s,NEW_ID,10,ENTRY,ID 10 appeared in ENTRY
36,1.20s,NEW_ID,11,ENTRY,ID 11 appeared in ENTRY
38,1.27s,NEW_ID,12,ENTRY,ID 12 appeared in ENTRY
43,1.43s,NEW_ID,13,ENTRY,ID 13 appeared in ENTRY
47,1.57s,ZONE_CHANGE,4,WAIT,ID 4: ENTRY -> WAIT
47,1.57s,NEW_ID,14,ENTRY,ID 14 appeared in ENTRY
48,1.60s,ZONE_CHANGE,3,WAIT,ID 3: ENTRY -> WAIT
49,1.63s,ZONE_CHANGE,8,WAIT,ID 8: ENTRY -> WAIT
51,1.70s,ZONE_CHANGE,7,WAIT,ID 7: ENTRY -> WAIT
53,1.77s,ZONE_CHANGE,9,WAIT,ID 9: ENTRY -> WAIT
53,1.77s,NEW_ID,15,ENTRY,ID 15 appeared in ENTRY
54,1.80s,NEW_ID,16,ENTRY,ID 16 appeared in ENTRY
55,1.83s,NEW_ID,17,ENTRY,ID 17 appeared in ENTRY
56,1.87s,ZONE_CHANGE,6,WAIT,ID 6: ENTRY -> WAIT
60,2.00s,ZONE_CHANGE,10,WAIT,ID 10: ENTRY -> WAIT
62,2.07s,ZONE_CHANGE,5,WAIT,ID 5: ENTRY -> WAIT
65,2.17s,ZONE_CHANGE,11,WAIT,ID 11: ENTRY -> WAIT
66,2.20s,ZONE_CHANGE,3,OUT,ID 3: WAIT -> OUT
67,2.23s,ZONE_CHANGE,4,OUT,ID 4: WAIT -> OUT
67,2.23s,ZONE_CHANGE,8,OUT,ID 8: WAIT -> OUT
67,2.23s,ZONE_CHANGE,13,WAIT,ID 13: ENTRY -> WAIT
67,2.23s,NEW_ID,18,ENTRY,ID 18 appeared in ENTRY
68,2.27s,ZONE_CHANGE,14,WAIT,ID 14: ENTRY -> WAIT
71,2.37s,NEW_ID,19,ENTRY,ID 19 appeared in ENTRY
72,2.40s,ZONE_CHANGE,9,OUT,ID 9: WAIT -> OUT
73,2.43s,ZONE_CHANGE,12,WAIT,ID 12: ENTRY -> WAIT
76,2.53s,NEW_ID,20,ENTRY,ID 20 appeared in ENTRY
79,2.63s,ZONE_CHANGE,10,OUT,ID 10: WAIT -> OUT
79,2.63s,ZONE_CHANGE,16,WAIT,ID 16: ENTRY -> WAIT
79,2.63s,NEW_ID,21,ENTRY,ID 21 appeared in ENTRY
81,2.70s,ZONE_CHANGE,2,WAIT,ID 2: ENTRY -> WAIT
82,2.73s,ZONE_CHANGE,7,OUT,ID 7: WAIT -> OUT
83,2.77s,ZONE_CHANGE,5,OUT,ID 5: WAIT -> OUT
84,2.80s,NEW_ID,22,ENTRY,ID 22 appeared in ENTRY
85,2.83s,ZONE_CHANGE,6,OUT,ID 6: WAIT -> OUT
85,2.83s,NEW_ID,23,ENTRY,ID 23 appeared in ENTRY
87,2.90s,ZONE_CHANGE,13,OUT,ID 13: WAIT -> OUT
89,2.97s,ZONE_CHANGE,14,OUT,ID 14: WAIT -> OUT
89,2.97s,NEW_ID,24,ENTRY,ID 24 appeared in ENTRY
90,3.00s,ZONE_CHANGE,15,WAIT,ID 15: ENTRY -> WAIT
90,3.00s,NEW_ID,26,ENTRY,ID 26 appeared in ENTRY
91,3.03s,NEW_ID,27,ENTRY,ID 27 appeared in ENTRY
93,3.10s,ZONE_CHANGE,11,OUT,ID 11: WAIT -> OUT
93,3.10s,ZONE_CHANGE,19,WAIT,ID 19: ENTRY -> WAIT
94,3.13s,NEW_ID,28,ENTRY,ID 28 appeared in ENTRY
94,3.13s,NEW_ID,29,ENTRY,ID 29 appeared in ENTRY
96,3.20s,ZONE_CHANGE,12,OUT,ID 12: WAIT -> OUT
96,3.20s,ZONE_CHANGE,18,WAIT,ID 18: ENTRY -> WAIT
97,3.23s,ZONE_CHANGE,21,WAIT,ID 21: ENTRY -> WAIT
98,3.27s,ZONE_CHANGE,20,WAIT,ID 20: ENTRY -> WAIT
99,3.30s,NEW_ID,31,ENTRY,ID 31 appeared in ENTRY
102,3.40s,ZONE_CHANGE,16,OUT,ID 16: WAIT -> OUT
102,3.40s,NEW_ID,32,ENTRY,ID 32 appeared in ENTRY
103,3.43s,NEW_ID,33,ENTRY,ID 33 appeared in ENTRY
103,3.43s,NEW_ID,34,ENTRY,ID 34 appeared in ENTRY
104,3.47s,NEW_ID,35,ENTRY,ID 35 appeared in ENTRY
105,3.50s,ZONE_CHANGE,15,OUT,ID 15: WAIT -> OUT
106,3.53s,ZONE_CHANGE,23,WAIT,ID 23: ENTRY -> WAIT
106,3.53s,NEW_ID,36,ENTRY,ID 36 appeared in ENTRY
107,3.57s,ZONE_CHANGE,22,WAIT,ID 22: ENTRY -> WAIT
108,3.60s,ZONE_CHANGE,27,WAIT,ID 27: ENTRY -> WAIT
109,3.63s,ZONE_CHANGE,21,OUT,ID 21: WAIT -> OUT
109,3.63s,NEW_ID,37,ENTRY,ID 37 appeared in ENTRY
110,3.67s,NEW_ID,38,ENTRY,ID 38 appeared in ENTRY
110,3.67s,NEW_ID,39,ENTRY,ID 39 appeared in ENTRY
112,3.73s,ZONE_CHANGE,2,OUT,ID 2: WAIT -> OUT
112,3.73s,ZONE_CHANGE,18,OUT,ID 18: WAIT -> OUT
112,3.73s,ZONE_CHANGE,19,OUT,ID 19: WAIT -> OUT
112,3.73s,ZONE_CHANGE,20,OUT,ID 20: WAIT -> OUT
113,3.77s,NEW_ID,40,ENTRY,ID 40 appeared in ENTRY
113,3.77s,NEW_ID,41,ENTRY,ID 41 appeared in ENTRY
113,3.77s,NEW_ID,42,ENTRY,ID 42 appeared in ENTRY
115,3.83s,NEW_ID,44,ENTRY,ID 44 appeared in ENTRY
115,3.83s,NEW_ID,45,ENTRY,ID 45 appeared in ENTRY
115,3.83s,NEW_ID,46,ENTRY,ID 46 appeared in ENTRY
116,3.87s,NEW_ID,47,ENTRY,ID 47 appeared in ENTRY
116,3.87s,NEW_ID,48,ENTRY,ID 48 appeared in ENTRY
120,4.00s,ZONE_CHANGE,28,WAIT,ID 28: ENTRY -> WAIT
121,4.03s,ZONE_CHANGE,23,OUT,ID 23: WAIT -> OUT
122,4.07s,ZONE_CHANGE,29,WAIT,ID 29: ENTRY -> WAIT
122,4.07s,NEW_ID,49,ENTRY,ID 49 appeared in ENTRY
123,4.10s,NEW_ID,50,ENTRY,ID 50 appeared in ENTRY
123,4.10s,NEW_ID,51,ENTRY,ID 51 appeared in ENTRY
124,4.13s,ZONE_CHANGE,27,OUT,ID 27: WAIT -> OUT
126,4.20s,ZONE_CHANGE,31,WAIT,ID 31: ENTRY -> WAIT
126,4.20s,NEW_ID,52,ENTRY,ID 52 appeared in ENTRY
127,4.23s,ZONE_CHANGE,35,WAIT,ID 35: ENTRY -> WAIT
127,4.23s,ZONE_CHANGE,26,WAIT,ID 26: ENTRY -> WAIT
127,4.23s,NEW_ID,53,ENTRY,ID 53 appeared in ENTRY
127,4.23s,NEW_ID,54,ENTRY,ID 54 appeared in ENTRY
128,4.27s,ZONE_CHANGE,38,WAIT,ID 38: ENTRY -> WAIT
128,4.27s,NEW_ID,55,ENTRY,ID 55 appeared in ENTRY
129,4.30s,ZONE_CHANGE,36,WAIT,ID 36: ENTRY -> WAIT
130,4.33s,ZONE_CHANGE,37,WAIT,ID 37: ENTRY -> WAIT
132,4.40s,ZONE_CHANGE,39,WAIT,ID 39: ENTRY -> WAIT
132,4.40s,ZONE_CHANGE,41,WAIT,ID 41: ENTRY -> WAIT
132,4.40s,NEW_ID,56,ENTRY,ID 56 appeared in ENTRY
133,4.43s,NEW_ID,57,ENTRY,ID 57 appeared in ENTRY
133,4.43s,NEW_ID,58,ENTRY,ID 58 appeared in ENTRY
135,4.50s,NEW_ID,59,ENTRY,ID 59 appeared in ENTRY
136,4.53s,ZONE_CHANGE,24,WAIT,ID 24: ENTRY -> WAIT
136,4.53s,ZONE_CHANGE,28,OUT,ID 28: WAIT -> OUT
136,4.53s,ZONE_CHANGE,44,WAIT,ID 44: ENTRY -> WAIT
136,4.53s,ZONE_CHANGE,47,WAIT,ID 47: ENTRY -> WAIT
137,4.57s,NEW_ID,60,ENTRY,ID 60 appeared in ENTRY
138,4.60s,ZONE_CHANGE,29,OUT,ID 29: WAIT -> OUT
138,4.60s,NEW_ID,61,ENTRY,ID 61 appeared in ENTRY
139,4.63s,ZONE_CHANGE,48,WAIT,ID 48: ENTRY -> WAIT
140,4.67s,ZONE_CHANGE,45,WAIT,ID 45: ENTRY -> WAIT
141,4.70s,ZONE_CHANGE,33,WAIT,ID 33: ENTRY -> WAIT
141,4.70s,ZONE_CHANGE,42,WAIT,ID 42: ENTRY -> WAIT
141,4.70s,NEW_ID,62,ENTRY,ID 62 appeared in ENTRY
141,4.70s,NEW_ID,63,ENTRY,ID 63 appeared in ENTRY
141,4.70s,NEW_ID,64,ENTRY,ID 64 appeared in ENTRY
142,4.73s,ZONE_CHANGE,38,OUT,ID 38: WAIT -> OUT
143,4.77s,ZONE_CHANGE,22,OUT,ID 22: WAIT -> OUT
144,4.80s,ZONE_CHANGE,31,OUT,ID 31: WAIT -> OUT
144,4.80s,ZONE_CHANGE,37,OUT,ID 37: WAIT -> OUT
145,4.83s,NEW_ID,65,ENTRY,ID 65 appeared in ENTRY
146,4.87s,ZONE_CHANGE,35,OUT,ID 35: WAIT -> OUT
146,4.87s,ZONE_CHANGE,36,OUT,ID 36: WAIT -> OUT
146,4.87s,ZONE_CHANGE,41,OUT,ID 41: WAIT -> OUT
146,4.87s,ZONE_CHANGE,26,OUT,ID 26: WAIT -> OUT
146,4.87s,ZONE_CHANGE,51,WAIT,ID 51: ENTRY -> WAIT
146,4.87s,ZONE_CHANGE,54,WAIT,ID 54: ENTRY -> WAIT
146,4.87s,ZONE_CHANGE,55,WAIT,ID 55: ENTRY -> WAIT
146,4.87s,NEW_ID,66,ENTRY,ID 66 appeared in ENTRY
147,4.90s,ZONE_CHANGE,49,WAIT,ID 49: ENTRY -> WAIT
147,4.90s,ZONE_CHANGE,50,WAIT,ID 50: ENTRY -> WAIT
149,4.97s,NEW_ID,67,ENTRY,ID 67 appeared in ENTRY
150,5.00s,ZONE_CHANGE,47,OUT,ID 47: WAIT -> OUT
150,5.00s,ZONE_CHANGE,53,WAIT,ID 53: ENTRY -> WAIT
150,5.00s,NEW_ID,69,ENTRY,ID 69 appeared in ENTRY
151,5.03s,ZONE_CHANGE,58,WAIT,ID 58: ENTRY -> WAIT
151,5.03s,NEW_ID,70,ENTRY,ID 70 appeared in ENTRY
151,5.03s,NEW_ID,71,ENTRY,ID 71 appeared in ENTRY
152,5.07s,ZONE_CHANGE,48,OUT,ID 48: WAIT -> OUT
152,5.07s,NEW_ID,72,ENTRY,ID 72 appeared in ENTRY
153,5.10s,NEW_ID,73,ENTRY,ID 73 appeared in ENTRY
154,5.13s,ZONE_CHANGE,39,OUT,ID 39: WAIT -> OUT
154,5.13s,ZONE_CHANGE,52,WAIT,ID 52: ENTRY -> WAIT
154,5.13s,NEW_ID,74,ENTRY,ID 74 appeared in ENTRY
155,5.17s,ZONE_CHANGE,34,WAIT,ID 34: ENTRY -> WAIT
155,5.17s,ZONE_CHANGE,44,OUT,ID 44: WAIT -> OUT
156,5.20s,ZONE_CHANGE,42,OUT,ID 42: WAIT -> OUT
