TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid (Retried),0,0.00,266,8.87,8.87,ENTRY->WAIT->OUT->WAIT->ENTRY->WAIT->OUT,0.20s: ENTRY->WAIT; 1.30s: WAIT->OUT; 1.43s: OUT->WAIT; 3.40s: WAIT->ENTRY; 5.90s: ENTRY->WAIT; 6.40s: WAIT->OUT
2,False,Turned Back,0,0.00,5,0.17,0.17,ENTRY,
3,False,Turned Back,11,0.37,14,0.47,0.10,ENTRY,
4,True,Valid Sequence,54,1.80,272,9.07,7.27,ENTRY->WAIT->OUT,4.67s: ENTRY->WAIT; 5.20s: WAIT->OUT
5,True,Valid Sequence,58,1.93,274,9.13,7.20,ENTRY->WAIT->OUT,7.30s: ENTRY->WAIT; 7.73s: WAIT->OUT
6,True,Valid (Retried),80,2.67,263,8.77,6.10,ENTRY->WAIT->ENTRY->WAIT->OUT,6.00s: ENTRY->WAIT; 6.13s: WAIT->ENTRY; 6.20s: ENTRY->WAIT; 7.30s: WAIT->OUT
7,True,Valid Sequence,81,2.70,272,9.07,6.37,ENTRY->WAIT->OUT,5.10s: ENTRY->WAIT; 6.40s: WAIT->OUT
8,True,Valid Sequence,101,3.37,271,9.03,5.67,ENTRY->WAIT->OUT,5.43s: ENTRY->WAIT; 7.60s: WAIT->OUT
9,True,Valid Sequence,118,3.93,290,9.67,5.73,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 6.73s: WAIT->OUT
10,True,Valid Sequence,142,4.73,259,8.63,3.90,ENTRY->WAIT->OUT,5.67s: ENTRY->WAIT; 6.90s: WAIT->OUT
11,True,Valid Sequence,148,4.93,274,9.13,4.20,ENTRY->WAIT->OUT,5.57s: ENTRY->WAIT; 6.33s: WAIT->OUT
12,True,Valid Sequence,170,5.67,266,8.87,3.20,ENTRY->WAIT->OUT,6.70s: ENTRY->WAIT; 7.10s: WAIT->OUT
13,True,Valid Sequence,196,6.53,316,10.53,4.00,ENTRY->WAIT->OUT,7.63s: ENTRY->WAIT; 8.27s: WAIT->OUT
14,True,Valid Sequence,199,6.63,354,11.80,5.17,ENTRY->WAIT->OUT,8.87s: ENTRY->WAIT; 9.97s: WAIT->OUT
15,True,Valid Sequence,204,6.80,314,10.47,3.67,ENTRY->WAIT->OUT,7.97s: ENTRY->WAIT; 8.70s: WAIT->OUT
16,True,Valid Sequence,213,7.10,302,10.07,2.97,ENTRY->WAIT->OUT,7.73s: ENTRY->WAIT; 8.10s: WAIT->OUT
17,True,Valid Sequence,218,7.27,295,9.83,2.57,ENTRY->WAIT->OUT,7.93s: ENTRY->WAIT; 8.23s: WAIT->OUT
18,True,Valid Sequence,220,7.33,284,9.47,2.13,ENTRY->WAIT->OUT,7.90s: ENTRY->WAIT; 8.23s: WAIT->OUT
19,True,Valid Sequence,226,7.53,320,10.67,3.13,ENTRY->WAIT->OUT,8.10s: ENTRY->WAIT; 8.53s: WAIT->OUT
20,True,Valid Sequence,235,7.83,305,10.17,2.33,ENTRY->WAIT->OUT,8.37s: ENTRY->WAIT; 8.73s: WAIT->OUT
21,True,Valid Sequence,243,8.10,311,10.37,2.27,ENTRY->WAIT->OUT,8.63s: ENTRY->WAIT; 8.97s: WAIT->OUT
22,True,Valid Sequence,243,8.10,335,11.17,3.07,ENTRY->WAIT->OUT,8.67s: ENTRY->WAIT; 9.10s: WAIT->OUT
23,True,Valid Sequence,249,8.30,328,10.93,2.63,ENTRY->WAIT->OUT,8.80s: ENTRY->WAIT; 9.30s: WAIT->OUT
24,True,Valid Sequence,256,8.53,350,11.67,3.13,ENTRY->WAIT->OUT,9.40s: ENTRY->WAIT; 10.17s: WAIT->OUT
26,True,Valid Sequence,259,8.63,350,11.67,3.03,ENTRY->WAIT->OUT,9.70s: ENTRY->WAIT; 10.37s: WAIT->OUT
27,False,Ghost (Started in OUT),261,8.70,261,8.70,0.00,OUT,
28,True,Valid Sequence,262,8.73,370,12.33,3.60,ENTRY->WAIT->OUT,9.77s: ENTRY->WAIT; 10.43s: WAIT->OUT
29,True,Valid Sequence,263,8.77,342,11.40,2.63,ENTRY->WAIT->OUT,9.80s: ENTRY->WAIT; 10.30s: WAIT->OUT
30,True,Valid Sequence,271,9.03,368,12.27,3.23,ENTRY->WAIT->OUT,9.97s: ENTRY->WAIT; 10.73s: WAIT->OUT
31,True,Valid Sequence,274,9.13,398,13.27,4.13,ENTRY->WAIT->OUT,10.20s: ENTRY->WAIT; 10.90s: WAIT->OUT
32,True,Valid Sequence,277,9.23,373,12.43,3.20,ENTRY->WAIT->OUT,10.17s: ENTRY->WAIT; 10.57s: WAIT->OUT
33,True,Valid Sequence,278,9.27,405,13.50,4.23,ENTRY->WAIT->OUT,10.17s: ENTRY->WAIT; 11.03s: WAIT->OUT
34,True,Valid Sequence,285,9.50,397,13.23,3.73,ENTRY->WAIT->OUT,10.53s: ENTRY->WAIT; 11.40s: WAIT->OUT
35,True,Valid Sequence,286,9.53,400,13.33,3.80,ENTRY->WAIT->OUT,10.60s: ENTRY->WAIT; 11.43s: WAIT->OUT
36,True,Valid Sequence,287,9.57,359,11.97,2.40,ENTRY->WAIT->OUT,10.50s: ENTRY->WAIT; 10.97s: WAIT->OUT
37,True,Valid Sequence,287,9.57,440,14.67,5.10,ENTRY->WAIT->OUT,11.40s: ENTRY->WAIT; 12.20s: WAIT->OUT
38,True,Valid Sequence,292,9.73,393,13.10,3.37,ENTRY->WAIT->OUT,10.67s: ENTRY->WAIT; 11.17s: WAIT->OUT
39,True,Valid Sequence,298,9.93,413,13.77,3.83,ENTRY->WAIT->OUT,10.90s: ENTRY->WAIT; 11.67s: WAIT->OUT
40,False,Ghost (Started in OUT),298,9.93,298,9.93,0.00,OUT,
41,True,Valid Sequence,302,10.07,408,13.60,3.53,ENTRY->WAIT->OUT,10.93s: ENTRY->WAIT; 11.40s: WAIT->OUT
42,True,Valid Sequence,304,10.13,413,13.77,3.63,ENTRY->WAIT->OUT,11.10s: ENTRY->WAIT; 11.87s: WAIT->OUT
43,True,Valid Sequence,310,10.33,398,13.27,2.93,ENTRY->WAIT->OUT,11.07s: ENTRY->WAIT; 11.60s: WAIT->OUT
44,True,Valid Sequence,315,10.50,423,14.10,3.60,ENTRY->WAIT->OUT,11.23s: ENTRY->WAIT; 12.10s: WAIT->OUT
45,True,Valid Sequence,316,10.53,434,14.47,3.93,ENTRY->WAIT->OUT,11.50s: ENTRY->WAIT; 12.40s: WAIT->OUT
46,True,Valid Sequence,316,10.53,422,14.07,3.53,ENTRY->WAIT->OUT,11.43s: ENTRY->WAIT; 11.93s: WAIT->OUT
47,True,Valid Sequence,322,10.73,437,14.57,3.83,ENTRY->WAIT->OUT,11.50s: ENTRY->WAIT; 12.10s: WAIT->OUT
48,True,Valid Sequence,322,10.73,654,21.80,11.07,ENTRY->WAIT->OUT,14.40s: ENTRY->WAIT; 20.00s: WAIT->OUT
49,True,Valid Sequence,323,10.77,448,14.93,4.17,ENTRY->WAIT->OUT,11.77s: ENTRY->WAIT; 12.53s: WAIT->OUT
50,True,Valid Sequence,325,10.83,435,14.50,3.67,ENTRY->WAIT->OUT,11.93s: ENTRY->WAIT; 12.53s: WAIT->OUT
52,True,Valid Sequence,330,11.00,440,14.67,3.67,ENTRY->WAIT->OUT,12.20s: ENTRY->WAIT; 12.83s: WAIT->OUT
53,True,Valid Sequence,331,11.03,425,14.17,3.13,ENTRY->WAIT->OUT,11.90s: ENTRY->WAIT; 12.47s: WAIT->OUT
54,True,Valid Sequence,333,11.10,445,14.83,3.73,ENTRY->WAIT->OUT,12.27s: ENTRY->WAIT; 12.97s: WAIT->OUT
55,True,Valid Sequence,334,11.13,426,14.20,3.07,ENTRY->WAIT->OUT,12.07s: ENTRY->WAIT; 12.70s: WAIT->OUT
56,True,Valid Sequence,338,11.27,469,15.63,4.37,ENTRY->WAIT->OUT,12.10s: ENTRY->WAIT; 12.90s: WAIT->OUT
57,True,Valid Sequence,340,11.33,468,15.60,4.27,ENTRY->WAIT->OUT,12.40s: ENTRY->WAIT; 13.03s: WAIT->OUT
58,True,Valid Sequence,346,11.53,516,17.20,5.67,ENTRY->WAIT->OUT,12.77s: ENTRY->WAIT; 13.63s: WAIT->OUT
59,True,Valid Sequence,352,11.73,473,15.77,4.03,ENTRY->WAIT->OUT,12.77s: ENTRY->WAIT; 13.33s: WAIT->OUT
60,True,Valid Sequence,358,11.93,473,15.77,3.83,ENTRY->WAIT->OUT,12.93s: ENTRY->WAIT; 13.57s: WAIT->OUT
61,True,Valid Sequence,359,11.97,440,14.67,2.70,ENTRY->WAIT->OUT,12.73s: ENTRY->WAIT; 13.23s: WAIT->OUT
62,True,Valid Sequence,360,12.00,436,14.53,2.53,ENTRY->WAIT->OUT,12.87s: ENTRY->WAIT; 13.33s: WAIT->OUT
63,True,Valid Sequence,377,12.57,521,17.37,4.80,ENTRY->WAIT->OUT,14.17s: ENTRY->WAIT; 14.90s: WAIT->OUT
64,True,Valid Sequence,379,12.63,488,16.27,3.63,ENTRY->WAIT->OUT,13.67s: ENTRY->WAIT; 14.40s: WAIT->OUT
65,True,Valid Sequence,382,12.73,478,15.93,3.20,ENTRY->WAIT->OUT,13.60s: ENTRY->WAIT; 14.30s: WAIT->OUT
66,True,Valid Sequence,389,12.97,526,17.53,4.57,ENTRY->WAIT->OUT,14.73s: ENTRY->WAIT; 15.60s: WAIT->OUT
67,True,Valid Sequence,390,13.00,536,17.87,4.87,ENTRY->WAIT->OUT,14.77s: ENTRY->WAIT; 15.77s: WAIT->OUT
68,True,Valid Sequence,391,13.03,489,16.30,3.27,ENTRY->WAIT->OUT,14.00s: ENTRY->WAIT; 14.80s: WAIT->OUT
69,False,Ghost (Started in OUT),392,13.07,392,13.07,0.00,OUT,
70,True,Valid Sequence,394,13.13,666,22.20,9.07,ENTRY->WAIT->OUT,14.70s: ENTRY->WAIT; 15.83s: WAIT->OUT
71,True,Valid Sequence,398,13.27,656,21.87,8.60,ENTRY->WAIT->OUT,19.60s: ENTRY->WAIT; 20.30s: WAIT->OUT
72,True,Valid Sequence,399,13.30,560,18.67,5.37,ENTRY->WAIT->OUT,14.93s: ENTRY->WAIT; 15.93s: WAIT->OUT
