TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,10,0.33,107,3.57,3.23,ENTRY->WAIT->OUT,0.97s: ENTRY->WAIT; 1.37s: WAIT->OUT
2,True,Valid Sequence,11,0.37,101,3.37,3.00,ENTRY->WAIT->OUT,1.10s: ENTRY->WAIT; 1.53s: WAIT->OUT
3,True,Valid Sequence,19,0.63,125,4.17,3.53,ENTRY->WAIT->OUT,1.23s: ENTRY->WAIT; 1.70s: WAIT->OUT
4,True,Valid Sequence,39,1.30,98,3.27,1.97,ENTRY->WAIT->OUT,1.87s: ENTRY->WAIT; 2.20s: WAIT->OUT
5,True,Valid Sequence,48,1.60,119,3.97,2.37,ENTRY->WAIT->OUT,2.47s: ENTRY->WAIT; 2.87s: WAIT->OUT
6,True,Valid Sequence,56,1.87,109,3.63,1.77,ENTRY->WAIT->OUT,2.30s: ENTRY->WAIT; 2.67s: WAIT->OUT
7,True,Valid Sequence,63,2.10,140,4.67,2.57,ENTRY->WAIT->OUT,2.97s: ENTRY->WAIT; 3.63s: WAIT->OUT
8,True,Valid Sequence,69,2.30,190,6.33,4.03,ENTRY->WAIT->OUT,3.73s: ENTRY->WAIT; 4.47s: WAIT->OUT
9,True,Valid Sequence,85,2.83,221,7.37,4.53,ENTRY->WAIT->OUT,4.63s: ENTRY->WAIT; 5.47s: WAIT->OUT
10,True,Valid Sequence,87,2.90,158,5.27,2.37,ENTRY->WAIT->OUT,3.73s: ENTRY->WAIT; 4.17s: WAIT->OUT
11,True,Valid Sequence,88,2.93,139,4.63,1.70,ENTRY->WAIT->OUT,3.43s: ENTRY->WAIT; 3.73s: WAIT->OUT
12,True,Valid Sequence,92,3.07,145,4.83,1.77,ENTRY->WAIT->OUT,3.60s: ENTRY->WAIT; 3.90s: WAIT->OUT
13,True,Valid Sequence,99,3.30,189,6.30,3.00,ENTRY->WAIT->OUT,4.10s: ENTRY->WAIT; 4.73s: WAIT->OUT
14,True,Valid Sequence,99,3.30,241,8.03,4.73,ENTRY->WAIT->OUT,4.13s: ENTRY->WAIT; 4.70s: WAIT->OUT
15,True,Valid Sequence,103,3.43,209,6.97,3.53,ENTRY->WAIT->OUT,4.17s: ENTRY->WAIT; 4.83s: WAIT->OUT
16,True,Valid Sequence,105,3.50,182,6.07,2.57,ENTRY->WAIT->OUT,4.10s: ENTRY->WAIT; 4.53s: WAIT->OUT
17,True,Valid Sequence,105,3.50,159,5.30,1.80,ENTRY->WAIT->OUT,4.00s: ENTRY->WAIT; 4.37s: WAIT->OUT
18,True,Valid Sequence,106,3.53,218,7.27,3.73,ENTRY->WAIT->OUT,4.30s: ENTRY->WAIT; 5.27s: WAIT->OUT
19,True,Valid Sequence,106,3.53,201,6.70,3.17,ENTRY->WAIT->OUT,4.23s: ENTRY->WAIT; 4.73s: WAIT->OUT
20,True,Valid Sequence,110,3.67,169,5.63,1.97,ENTRY->WAIT->OUT,4.17s: ENTRY->WAIT; 4.57s: WAIT->OUT
21,True,Valid Sequence,111,3.70,179,5.97,2.27,ENTRY->WAIT->OUT,4.17s: ENTRY->WAIT; 4.60s: WAIT->OUT
22,True,Valid Sequence,116,3.87,251,8.37,4.50,ENTRY->WAIT->OUT,5.00s: ENTRY->WAIT; 5.87s: WAIT->OUT
23,True,Valid Sequence,120,4.00,193,6.43,2.43,ENTRY->WAIT->OUT,4.60s: ENTRY->WAIT; 5.07s: WAIT->OUT
24,True,Valid Sequence,125,4.17,189,6.30,2.13,ENTRY->WAIT->OUT,4.77s: ENTRY->WAIT; 5.23s: WAIT->OUT
25,True,Valid Sequence,126,4.20,233,7.77,3.57,ENTRY->WAIT->OUT,4.70s: ENTRY->WAIT; 5.10s: WAIT->OUT
26,True,Valid Sequence,130,4.33,262,8.73,4.40,ENTRY->WAIT->OUT,5.47s: ENTRY->WAIT; 6.13s: WAIT->OUT
27,True,Valid Sequence,133,4.43,199,6.63,2.20,ENTRY->WAIT->OUT,5.07s: ENTRY->WAIT; 5.47s: WAIT->OUT
28,True,Valid Sequence,135,4.50,268,8.93,4.43,ENTRY->WAIT->OUT,5.47s: ENTRY->WAIT; 6.33s: WAIT->OUT
29,True,Valid Sequence,137,4.57,243,8.10,3.53,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 5.87s: WAIT->OUT
30,True,Valid Sequence,141,4.70,259,8.63,3.93,ENTRY->WAIT->OUT,5.60s: ENTRY->WAIT; 6.43s: WAIT->OUT
31,True,Valid Sequence,141,4.70,271,9.03,4.33,ENTRY->WAIT->OUT,6.20s: ENTRY->WAIT; 6.87s: WAIT->OUT
32,True,Valid Sequence,154,5.13,302,10.07,4.93,ENTRY->WAIT->OUT,6.83s: ENTRY->WAIT; 7.60s: WAIT->OUT
33,True,Valid Sequence,161,5.37,309,10.30,4.93,ENTRY->WAIT->OUT,6.87s: ENTRY->WAIT; 8.67s: WAIT->OUT
34,True,Valid Sequence,165,5.50,274,9.13,3.63,ENTRY->WAIT->OUT,6.33s: ENTRY->WAIT; 7.20s: WAIT->OUT
35,True,Valid Sequence,169,5.63,298,9.93,4.30,ENTRY->WAIT->OUT,7.10s: ENTRY->WAIT; 8.13s: WAIT->OUT
36,True,Valid Sequence,171,5.70,265,8.83,3.13,ENTRY->WAIT->OUT,6.40s: ENTRY->WAIT; 7.07s: WAIT->OUT
37,True,Valid Sequence,172,5.73,266,8.87,3.13,ENTRY->WAIT->OUT,6.47s: ENTRY->WAIT; 7.13s: WAIT->OUT
38,True,Valid Sequence,174,5.80,259,8.63,2.83,ENTRY->WAIT->OUT,6.67s: ENTRY->WAIT; 7.37s: WAIT->OUT
39,True,Valid Sequence,179,5.97,283,9.43,3.47,ENTRY->WAIT->OUT,7.07s: ENTRY->WAIT; 7.70s: WAIT->OUT
40,True,Valid Sequence,183,6.10,283,9.43,3.33,ENTRY->WAIT->OUT,7.07s: ENTRY->WAIT; 7.87s: WAIT->OUT
41,True,Valid Sequence,183,6.10,309,10.30,4.20,ENTRY->WAIT->OUT,8.13s: ENTRY->WAIT; 8.90s: WAIT->OUT
42,True,Valid Sequence,189,6.30,313,10.43,4.13,ENTRY->WAIT->OUT,7.27s: ENTRY->WAIT; 8.43s: WAIT->OUT
43,True,Valid Sequence,190,6.33,276,9.20,2.87,ENTRY->WAIT->OUT,7.17s: ENTRY->WAIT; 7.83s: WAIT->OUT
44,True,Valid Sequence,194,6.47,317,10.57,4.10,ENTRY->WAIT->OUT,7.83s: ENTRY->WAIT; 9.00s: WAIT->OUT
45,True,Valid Sequence,194,6.47,289,9.63,3.17,ENTRY->WAIT->OUT,7.40s: ENTRY->WAIT; 8.20s: WAIT->OUT
46,True,Valid Sequence,195,6.50,359,11.97,5.47,ENTRY->WAIT->OUT,9.63s: ENTRY->WAIT; 10.30s: WAIT->OUT
47,True,Valid Sequence,196,6.53,301,10.03,3.50,ENTRY->WAIT->OUT,7.90s: ENTRY->WAIT; 8.83s: WAIT->OUT
48,True,Valid Sequence,196,6.53,309,10.30,3.77,ENTRY->WAIT->OUT,8.27s: ENTRY->WAIT; 9.03s: WAIT->OUT
49,True,Valid Sequence,197,6.57,313,10.43,3.87,ENTRY->WAIT->OUT,8.57s: ENTRY->WAIT; 9.07s: WAIT->OUT
50,True,Valid Sequence,197,6.57,287,9.57,3.00,ENTRY->WAIT->OUT,7.53s: ENTRY->WAIT; 8.23s: WAIT->OUT
51,True,Valid Sequence,202,6.73,297,9.90,3.17,ENTRY->WAIT->OUT,7.73s: ENTRY->WAIT; 8.53s: WAIT->OUT
52,True,Valid Sequence,204,6.80,317,10.57,3.77,ENTRY->WAIT->OUT,8.20s: ENTRY->WAIT; 9.03s: WAIT->OUT
53,True,Valid Sequence,208,6.93,301,10.03,3.10,ENTRY->WAIT->OUT,8.40s: ENTRY->WAIT; 9.03s: WAIT->OUT
54,True,Valid Sequence,210,7.00,321,10.70,3.70,ENTRY->WAIT->OUT,8.60s: ENTRY->WAIT; 9.53s: WAIT->OUT
55,True,Valid Sequence,211,7.03,324,10.80,3.77,ENTRY->WAIT->OUT,8.30s: ENTRY->WAIT; 9.30s: WAIT->OUT
56,True,Valid Sequence,217,7.23,320,10.67,3.43,ENTRY->WAIT->OUT,8.70s: ENTRY->WAIT; 9.47s: WAIT->OUT
57,True,Valid Sequence,218,7.27,313,10.43,3.17,ENTRY->WAIT->OUT,8.67s: ENTRY->WAIT; 9.43s: WAIT->OUT
58,True,Valid Sequence,218,7.27,358,11.93,4.67,ENTRY->WAIT->OUT,10.60s: ENTRY->WAIT; 11.27s: WAIT->OUT
59,True,Valid Sequence,224,7.47,320,10.67,3.20,ENTRY->WAIT->OUT,8.93s: ENTRY->WAIT; 9.50s: WAIT->OUT
60,True,Valid Sequence,226,7.53,327,10.90,3.37,ENTRY->WAIT->OUT,8.63s: ENTRY->WAIT; 9.30s: WAIT->OUT
61,True,Valid Sequence,226,7.53,322,10.73,3.20,ENTRY->WAIT->OUT,8.87s: ENTRY->WAIT; 9.57s: WAIT->OUT
62,True,Valid Sequence,229,7.63,328,10.93,3.30,ENTRY->WAIT->OUT,8.67s: ENTRY->WAIT; 9.47s: WAIT->OUT
63,True,Valid Sequence,230,7.67,349,11.63,3.97,ENTRY->WAIT->OUT,9.53s: ENTRY->WAIT; 10.17s: WAIT->OUT
64,True,Valid Sequence,243,8.10,353,11.77,3.67,ENTRY->WAIT->OUT,9.63s: ENTRY->WAIT; 10.27s: WAIT->OUT
65,True,Valid Sequence,243,8.10,367,12.23,4.13,ENTRY->WAIT->OUT,9.77s: ENTRY->WAIT; 10.73s: WAIT->OUT
66,True,Valid Sequence,245,8.17,356,11.87,3.70,ENTRY->WAIT->OUT,9.67s: ENTRY->WAIT; 10.37s: WAIT->OUT
67,True,Valid Sequence,249,8.30,339,11.30,3.00,ENTRY->WAIT->OUT,9.57s: ENTRY->WAIT; 10.10s: WAIT->OUT
68,True,Valid Sequence,250,8.33,361,12.03,3.70,ENTRY->WAIT->OUT,10.10s: ENTRY->WAIT; 10.73s: WAIT->OUT
69,True,Valid Sequence,250,8.33,365,12.17,3.83,ENTRY->WAIT->OUT,9.97s: ENTRY->WAIT; 10.87s: WAIT->OUT
70,True,Valid Sequence,253,8.43,353,11.77,3.33,ENTRY->WAIT->OUT,9.77s: ENTRY->WAIT; 10.43s: WAIT->OUT
71,True,Valid Sequence,260,8.67,344,11.47,2.80,ENTRY->WAIT->OUT,9.67s: ENTRY->WAIT; 10.20s: WAIT->OUT
72,True,Valid Sequence,262,8.73,369,12.30,3.57,ENTRY->WAIT->OUT,10.17s: ENTRY->WAIT; 10.73s: WAIT->OUT
73,True,Valid Sequence,264,8.80,347,11.57,2.77,ENTRY->WAIT->OUT,9.97s: ENTRY->WAIT; 10.47s: WAIT->OUT
74,True,Valid Sequence,267,8.90,370,12.33,3.43,ENTRY->WAIT->OUT,10.17s: ENTRY->WAIT; 10.87s: WAIT->OUT
75,True,Valid Sequence,269,8.97,366,12.20,3.23,ENTRY->WAIT->OUT,10.23s: ENTRY->WAIT; 10.97s: WAIT->OUT
76,True,Valid Sequence,271,9.03,377,12.57,3.53,ENTRY->WAIT->OUT,10.53s: ENTRY->WAIT; 11.37s: WAIT->OUT
