video,actual,total_line,valid_traj,error_line,elapsed
33-25头.mp4,25,25,25,0,20.5
36-30头.mp4,30,29,29,-1,42.1
37-44头.mp4,44,44,44,0,32.3
38-75头跑回去8个，计数没问题.mp4,75,66,74,-9,52.3
39-17头.mp4,17,17,17,0,22.7
4-92头.mp4,92,92,92,0,31.8
40-11头.mp4,11,11,11,0,22.4
41-22头.mp4,22,21,21,-1,57.4
44-60头.mp4,60,61,61,1,74.5
5-62头.mp4,62,63,65,1,118.2
55-15头.mp4,15,15,15,0,75.2
66-72头.mp4,72,72,72,0,91.4
7-28头.mp4,28,29,29,1,39.8
