TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,0,0.00,154,5.13,5.13,ENTRY->WAIT->OUT,2.07s: ENTRY->WAIT; 3.00s: WAIT->OUT
2,True,Valid Sequence,9,0.30,162,5.40,5.10,ENTRY->WAIT->OUT,2.27s: ENTRY->WAIT; 3.20s: WAIT->OUT
3,True,Valid Sequence,10,0.33,174,5.80,5.47,ENTRY->WAIT->OUT,2.40s: ENTRY->WAIT; 3.20s: WAIT->OUT
4,True,Valid Sequence,16,0.53,193,6.43,5.90,ENTRY->WAIT->OUT,2.53s: ENTRY->WAIT; 3.60s: WAIT->OUT
5,True,Valid Sequence,17,0.57,166,5.53,4.97,ENTRY->WAIT->OUT,2.47s: ENTRY->WAIT; 3.30s: WAIT->OUT
6,True,Valid Sequence,20,0.67,218,7.27,6.60,ENTRY->WAIT->OUT,2.40s: ENTRY->WAIT; 3.67s: WAIT->OUT
7,True,Valid Sequence,25,0.83,170,5.67,4.83,ENTRY->WAIT->OUT,2.47s: ENTRY->WAIT; 3.37s: WAIT->OUT
8,True,Valid Sequence,28,0.93,170,5.67,4.73,ENTRY->WAIT->OUT,2.90s: ENTRY->WAIT; 3.50s: WAIT->OUT
9,True,Valid Sequence,29,0.97,224,7.47,6.50,ENTRY->WAIT->OUT,2.50s: ENTRY->WAIT; 3.67s: WAIT->OUT
10,True,Valid Sequence,31,1.03,201,6.70,5.67,ENTRY->WAIT->OUT,2.83s: ENTRY->WAIT; 4.20s: WAIT->OUT
11,True,Valid Sequence,31,1.03,185,6.17,5.13,ENTRY->WAIT->OUT,2.10s: ENTRY->WAIT; 3.67s: WAIT->OUT
12,True,Valid Sequence,35,1.17,209,6.97,5.80,ENTRY->WAIT->OUT,4.30s: ENTRY->WAIT; 4.93s: WAIT->OUT
13,True,Valid Sequence,38,1.27,183,6.10,4.83,ENTRY->WAIT->OUT,2.73s: ENTRY->WAIT; 3.70s: WAIT->OUT
14,True,Valid Sequence,44,1.47,194,6.47,5.00,ENTRY->WAIT->OUT,2.90s: ENTRY->WAIT; 3.87s: WAIT->OUT
15,True,Valid Sequence,47,1.57,202,6.73,5.17,ENTRY->WAIT->OUT,3.60s: ENTRY->WAIT; 4.47s: WAIT->OUT
16,True,Valid Sequence,52,1.73,203,6.77,5.03,ENTRY->WAIT->OUT,3.33s: ENTRY->WAIT; 4.33s: WAIT->OUT
17,True,Valid Sequence,55,1.83,190,6.33,4.50,ENTRY->WAIT->OUT,3.00s: ENTRY->WAIT; 3.87s: WAIT->OUT
18,True,Valid Sequence,55,1.83,164,5.47,3.63,ENTRY->WAIT->OUT,2.63s: ENTRY->WAIT; 3.50s: WAIT->OUT
19,True,Valid Sequence,71,2.37,254,8.47,6.10,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 6.63s: WAIT->OUT
20,True,Valid Sequence,77,2.57,224,7.47,4.90,ENTRY->WAIT->OUT,4.57s: ENTRY->WAIT; 5.43s: WAIT->OUT
21,True,Valid Sequence,80,2.67,221,7.37,4.70,ENTRY->WAIT->OUT,3.20s: ENTRY->WAIT; 3.90s: WAIT->OUT
22,False,Turned Back,86,2.87,105,3.50,0.63,ENTRY,
23,True,Valid Sequence,87,2.90,212,7.07,4.17,ENTRY->WAIT->OUT,3.90s: ENTRY->WAIT; 4.63s: WAIT->OUT
24,True,Valid Sequence,91,3.03,203,6.77,3.73,ENTRY->WAIT->OUT,3.73s: ENTRY->WAIT; 4.27s: WAIT->OUT
25,True,Valid Sequence,100,3.33,205,6.83,3.50,ENTRY->WAIT->OUT,4.30s: ENTRY->WAIT; 4.90s: WAIT->OUT
26,True,Valid Sequence,100,3.33,220,7.33,4.00,ENTRY->WAIT->OUT,4.53s: ENTRY->WAIT; 5.30s: WAIT->OUT
27,True,Valid Sequence,103,3.43,245,8.17,4.73,ENTRY->WAIT->OUT,5.00s: ENTRY->WAIT; 5.93s: WAIT->OUT
28,True,Valid Sequence,104,3.47,239,7.97,4.50,ENTRY->WAIT->OUT,5.83s: ENTRY->WAIT; 6.30s: WAIT->OUT
29,True,Valid Sequence,125,4.17,236,7.87,3.70,ENTRY->WAIT->OUT,5.03s: ENTRY->WAIT; 5.73s: WAIT->OUT
30,True,Valid Sequence,166,5.53,239,7.97,2.43,ENTRY->WAIT->OUT,6.87s: ENTRY->WAIT; 7.13s: WAIT->OUT

[SUMMARY],,,,,,,,,
Line0,29,,,,,,,,
Line1,29,,,,,,,,
Line2,29,,,,,,,,
AvgRaw,29.00,,,,,,,,
TOTAL COUNT,29,,,,,,,,
TOTAL VALID (轨迹验证),29,,,,,,,,
TOTAL IDs,30,,,,,,,,
