TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid (Retried),0,0.00,266,8.87,8.87,ENTRY->WAIT->OUT->WAIT->ENTRY->WAIT->OUT,0.20s: ENTRY->WAIT; 1.30s: WAIT->OUT; 1.43s: OUT->WAIT; 3.37s: WAIT->ENTRY; 5.90s: ENTRY->WAIT; 6.40s: WAIT->OUT
2,False,Turned Back,0,0.00,6,0.20,0.20,ENTRY,
3,True,Valid Sequence,55,1.83,275,9.17,7.33,ENTRY->WAIT->OUT,4.67s: ENTRY->WAIT; 5.20s: WAIT->OUT
4,True,Valid Sequence,63,2.10,276,9.20,7.10,ENTRY->WAIT->OUT,7.30s: ENTRY->WAIT; 7.73s: WAIT->OUT
5,True,Valid (Retried),79,2.63,260,8.67,6.03,ENTRY->WAIT->ENTRY->WAIT->OUT,6.00s: ENTRY->WAIT; 6.10s: WAIT->ENTRY; 6.17s: ENTRY->WAIT; 7.30s: WAIT->OUT
6,True,Valid Sequence,80,2.67,271,9.03,6.37,ENTRY->WAIT->OUT,5.10s: ENTRY->WAIT; 6.40s: WAIT->OUT
7,True,Valid Sequence,103,3.43,271,9.03,5.60,ENTRY->WAIT->OUT,5.43s: ENTRY->WAIT; 7.60s: WAIT->OUT
8,True,Valid Sequence,118,3.93,289,9.63,5.70,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 6.73s: WAIT->OUT
9,True,Valid Sequence,142,4.73,259,8.63,3.90,ENTRY->WAIT->OUT,5.67s: ENTRY->WAIT; 6.90s: WAIT->OUT
10,True,Valid Sequence,146,4.87,276,9.20,4.33,ENTRY->WAIT->OUT,5.57s: ENTRY->WAIT; 6.33s: WAIT->OUT
11,True,Valid Sequence,172,5.73,266,8.87,3.13,ENTRY->WAIT->OUT,6.70s: ENTRY->WAIT; 7.10s: WAIT->OUT
12,True,Valid Sequence,196,6.53,317,10.57,4.03,ENTRY->WAIT->OUT,7.63s: ENTRY->WAIT; 8.27s: WAIT->OUT
13,True,Valid Sequence,200,6.67,351,11.70,5.03,ENTRY->WAIT->OUT,8.87s: ENTRY->WAIT; 9.97s: WAIT->OUT
