frame,timestamp,event,track_id,zone,details
8,0.27s,NEW_ID,1,ENTRY,ID 1 appeared in ENTRY
16,0.53s,NEW_ID,2,ENTRY,ID 2 appeared in ENTRY
28,0.93s,NEW_ID,3,ENTRY,ID 3 appeared in ENTRY
38,1.27s,NEW_ID,4,ENTRY,ID 4 appeared in ENTRY
62,2.07s,NEW_ID,5,ENTRY,ID 5 appeared in ENTRY
70,2.33s,ZONE_CHANGE,2,WAIT,ID 2: ENTRY -> WAIT
73,2.43s,NEW_ID,6,ENTRY,ID 6 appeared in ENTRY
92,3.07s,NEW_ID,7,ENTRY,ID 7 appeared in ENTRY
95,3.17s,NEW_ID,8,ENTRY,ID 8 appeared in ENTRY
114,3.80s,ZONE_CHANGE,3,WAIT,ID 3: ENTRY -> WAIT
133,4.43s,ZONE_CHANGE,2,OUT,ID 2: WAIT -> OUT
150,5.00s,NEW_ID,9,ENTRY,ID 9 appeared in ENTRY
168,5.60s,ZONE_CHANGE,3,OUT,ID 3: WAIT -> OUT
173,5.77s,ZONE_CHANGE,5,WAIT,ID 5: ENTRY -> WAIT
186,6.20s,ZONE_CHANGE,9,WAIT,ID 9: ENTRY -> WAIT
189,6.30s,ZONE_CHANGE,7,WAIT,ID 7: ENTRY -> WAIT
192,6.40s,ZONE_CHANGE,4,WAIT,ID 4: ENTRY -> WAIT
194,6.47s,ZONE_CHANGE,5,OUT,ID 5: WAIT -> OUT
200,6.67s,ZONE_CHANGE,6,WAIT,ID 6: ENTRY -> WAIT
204,6.80s,ZONE_CHANGE,9,OUT,ID 9: WAIT -> OUT
207,6.90s,NEW_ID,10,ENTRY,ID 10 appeared in ENTRY
209,6.97s,ZONE_CHANGE,4,OUT,ID 4: WAIT -> OUT
217,7.23s,ZONE_CHANGE,8,WAIT,ID 8: ENTRY -> WAIT
218,7.27s,ZONE_CHANGE,7,OUT,ID 7: WAIT -> OUT
222,7.40s,ZONE_CHANGE,6,OUT,ID 6: WAIT -> OUT
227,7.57s,NEW_ID,11,ENTRY,ID 11 appeared in ENTRY
242,8.07s,ZONE_CHANGE,1,WAIT,ID 1: ENTRY -> WAIT
246,8.20s,ZONE_CHANGE,8,OUT,ID 8: WAIT -> OUT
254,8.47s,ZONE_CHANGE,7,WAIT,ID 7: OUT -> WAIT
267,8.90s,ZONE_CHANGE,1,OUT,ID 1: WAIT -> OUT
280,9.33s,ZONE_CHANGE,5,WAIT,ID 5: OUT -> WAIT
298,9.93s,ZONE_CHANGE,5,ENTRY,ID 5: WAIT -> ENTRY
336,11.20s,ZONE_CHANGE,7,OUT,ID 7: WAIT -> OUT
347,11.57s,NEW_ID,12,OUT,ID 12 appeared in OUT
369,12.30s,ZONE_CHANGE,7,WAIT,ID 7: OUT -> WAIT
395,13.17s,ZONE_CHANGE,7,ENTRY,ID 7: WAIT -> ENTRY
413,13.77s,NEW_ID,13,ENTRY,ID 13 appeared in ENTRY
