TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,65,2.60,190,7.60,5.00,ENTRY->WAIT->OUT,4.32s: ENTRY->WAIT; 5.68s: WAIT->OUT
2,True,Valid Sequence,66,2.64,187,7.48,4.84,ENTRY->WAIT->OUT,3.84s: ENTRY->WAIT; 5.28s: WAIT->OUT
3,True,Valid Sequence,67,2.68,211,8.44,5.76,ENTRY->WAIT->OUT,5.68s: ENTRY->WAIT; 6.84s: WAIT->OUT
4,True,Valid Sequence,70,2.80,201,8.04,5.24,ENTRY->WAIT->OUT,5.08s: ENTRY->WAIT; 6.12s: WAIT->OUT
5,True,Valid Sequence,72,2.88,194,7.76,4.88,ENTRY->WAIT->OUT,3.96s: ENTRY->WAIT; 5.44s: WAIT->OUT
6,True,Valid Sequence,72,2.88,195,7.80,4.92,ENTRY->WAIT->OUT,4.52s: ENTRY->WAIT; 5.80s: WAIT->OUT
7,True,Valid Sequence,73,2.92,197,7.88,4.96,ENTRY->WAIT->OUT,4.92s: ENTRY->WAIT; 5.88s: WAIT->OUT
8,True,Valid Sequence,82,3.28,189,7.56,4.28,ENTRY->WAIT->OUT,4.84s: ENTRY->WAIT; 5.64s: WAIT->OUT
9,True,Valid (Retried),82,3.28,205,8.20,4.92,ENTRY->WAIT->ENTRY->WAIT->OUT,4.68s: ENTRY->WAIT; 4.72s: WAIT->ENTRY; 5.12s: ENTRY->WAIT; 6.32s: WAIT->OUT
10,True,Valid Sequence,82,3.28,200,8.00,4.72,ENTRY->WAIT->OUT,5.08s: ENTRY->WAIT; 6.00s: WAIT->OUT
11,True,Valid Sequence,86,3.44,197,7.88,4.44,ENTRY->WAIT->OUT,5.12s: ENTRY->WAIT; 6.08s: WAIT->OUT
12,True,Valid Sequence,90,3.60,210,8.40,4.80,ENTRY->WAIT->OUT,5.40s: ENTRY->WAIT; 6.36s: WAIT->OUT
13,True,Valid Sequence,92,3.68,209,8.36,4.68,ENTRY->WAIT->OUT,5.12s: ENTRY->WAIT; 6.32s: WAIT->OUT
14,True,Valid Sequence,96,3.84,209,8.36,4.52,ENTRY->WAIT->OUT,5.52s: ENTRY->WAIT; 6.44s: WAIT->OUT
15,True,Valid Sequence,98,3.92,193,7.72,3.80,ENTRY->WAIT->OUT,5.32s: ENTRY->WAIT; 6.20s: WAIT->OUT
16,True,Valid Sequence,103,4.12,189,7.56,3.44,ENTRY->WAIT->OUT,5.12s: ENTRY->WAIT; 6.12s: WAIT->OUT
17,True,Valid Sequence,104,4.16,203,8.12,3.96,ENTRY->WAIT->OUT,5.52s: ENTRY->WAIT; 6.52s: WAIT->OUT
18,True,Valid Sequence,109,4.36,200,8.00,3.64,ENTRY->WAIT->OUT,5.44s: ENTRY->WAIT; 6.12s: WAIT->OUT
19,True,Valid Sequence,123,4.92,283,11.32,6.40,ENTRY->WAIT->OUT,9.28s: ENTRY->WAIT; 10.04s: WAIT->OUT
20,True,Valid Sequence,123,4.92,274,10.96,6.04,ENTRY->WAIT->OUT,5.76s: ENTRY->WAIT; 7.24s: WAIT->OUT
21,True,Valid Sequence,124,4.96,218,8.72,3.76,ENTRY->WAIT->OUT,5.72s: ENTRY->WAIT; 6.56s: WAIT->OUT
22,True,Valid Sequence,124,4.96,225,9.00,4.04,ENTRY->WAIT->OUT,6.04s: ENTRY->WAIT; 7.04s: WAIT->OUT
23,True,Valid Sequence,126,5.04,206,8.24,3.20,ENTRY->WAIT->OUT,5.72s: ENTRY->WAIT; 6.48s: WAIT->OUT
24,True,Valid Sequence,132,5.28,205,8.20,2.92,ENTRY->WAIT->OUT,5.88s: ENTRY->WAIT; 6.56s: WAIT->OUT
25,True,Valid Sequence,132,5.28,225,9.00,3.72,ENTRY->WAIT->OUT,6.32s: ENTRY->WAIT; 7.12s: WAIT->OUT
26,True,Valid Sequence,133,5.32,213,8.52,3.20,ENTRY->WAIT->OUT,6.20s: ENTRY->WAIT; 6.92s: WAIT->OUT
27,True,Valid Sequence,136,5.44,221,8.84,3.40,ENTRY->WAIT->OUT,6.36s: ENTRY->WAIT; 7.04s: WAIT->OUT
28,True,Valid Sequence,138,5.52,212,8.48,2.96,ENTRY->WAIT->OUT,6.40s: ENTRY->WAIT; 6.96s: WAIT->OUT
29,True,Valid Sequence,142,5.68,219,8.76,3.08,ENTRY->WAIT->OUT,6.64s: ENTRY->WAIT; 7.28s: WAIT->OUT
30,True,Valid Sequence,144,5.76,225,9.00,3.24,ENTRY->WAIT->OUT,6.36s: ENTRY->WAIT; 7.08s: WAIT->OUT
31,True,Valid Sequence,145,5.80,249,9.96,4.16,ENTRY->WAIT->OUT,6.92s: ENTRY->WAIT; 8.24s: WAIT->OUT
32,True,Valid Sequence,146,5.84,234,9.36,3.52,ENTRY->WAIT->OUT,6.56s: ENTRY->WAIT; 7.44s: WAIT->OUT
