TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,66,2.20,218,7.27,5.07,ENTRY->WAIT->OUT,4.00s: ENTRY->WAIT; 5.37s: WAIT->OUT
2,True,Valid Sequence,67,2.23,217,7.23,5.00,ENTRY->WAIT->OUT,3.50s: ENTRY->WAIT; 4.97s: WAIT->OUT
3,True,Valid Sequence,69,2.30,244,8.13,5.83,ENTRY->WAIT->OUT,5.33s: ENTRY->WAIT; 6.50s: WAIT->OUT
4,True,Valid Sequence,73,2.43,233,7.77,5.33,ENTRY->WAIT->OUT,4.73s: ENTRY->WAIT; 5.80s: WAIT->OUT
5,True,Valid Sequence,74,2.47,224,7.47,5.00,ENTRY->WAIT->OUT,4.20s: ENTRY->WAIT; 5.47s: WAIT->OUT
6,True,Valid Sequence,74,2.47,222,7.40,4.93,ENTRY->WAIT->OUT,3.63s: ENTRY->WAIT; 5.10s: WAIT->OUT
7,True,Valid Sequence,78,2.60,228,7.60,5.00,ENTRY->WAIT->OUT,4.57s: ENTRY->WAIT; 5.53s: WAIT->OUT
8,True,Valid Sequence,86,2.87,217,7.23,4.37,ENTRY->WAIT->OUT,4.50s: ENTRY->WAIT; 5.33s: WAIT->OUT
9,True,Valid (Retried),86,2.87,237,7.90,5.03,ENTRY->WAIT->ENTRY->WAIT->OUT,4.33s: ENTRY->WAIT; 4.40s: WAIT->ENTRY; 4.77s: ENTRY->WAIT; 6.00s: WAIT->OUT
10,True,Valid Sequence,88,2.93,230,7.67,4.73,ENTRY->WAIT->OUT,4.77s: ENTRY->WAIT; 5.67s: WAIT->OUT
11,True,Valid Sequence,91,3.03,226,7.53,4.50,ENTRY->WAIT->OUT,4.80s: ENTRY->WAIT; 5.73s: WAIT->OUT
12,True,Valid Sequence,97,3.23,241,8.03,4.80,ENTRY->WAIT->OUT,5.07s: ENTRY->WAIT; 6.03s: WAIT->OUT
13,True,Valid Sequence,98,3.27,241,8.03,4.77,ENTRY->WAIT->OUT,4.80s: ENTRY->WAIT; 6.00s: WAIT->OUT
14,True,Valid Sequence,104,3.47,241,8.03,4.57,ENTRY->WAIT->OUT,5.20s: ENTRY->WAIT; 6.10s: WAIT->OUT
15,True,Valid Sequence,107,3.57,225,7.50,3.93,ENTRY->WAIT->OUT,5.00s: ENTRY->WAIT; 5.87s: WAIT->OUT
16,True,Valid Sequence,112,3.73,218,7.27,3.53,ENTRY->WAIT->OUT,4.80s: ENTRY->WAIT; 5.80s: WAIT->OUT
17,True,Valid Sequence,115,3.83,236,7.87,4.03,ENTRY->WAIT->OUT,5.20s: ENTRY->WAIT; 6.20s: WAIT->OUT
18,True,Valid Sequence,119,3.97,230,7.67,3.70,ENTRY->WAIT->OUT,5.13s: ENTRY->WAIT; 5.80s: WAIT->OUT
19,True,Valid Sequence,136,4.53,320,10.67,6.13,ENTRY->WAIT->OUT,5.43s: ENTRY->WAIT; 6.90s: WAIT->OUT
20,True,Valid Sequence,136,4.53,332,11.07,6.53,ENTRY->WAIT->OUT,8.93s: ENTRY->WAIT; 9.70s: WAIT->OUT
21,True,Valid Sequence,138,4.60,254,8.47,3.87,ENTRY->WAIT->OUT,5.40s: ENTRY->WAIT; 6.20s: WAIT->OUT
22,True,Valid Sequence,138,4.60,260,8.67,4.07,ENTRY->WAIT->OUT,5.70s: ENTRY->WAIT; 6.73s: WAIT->OUT
23,True,Valid Sequence,141,4.70,238,7.93,3.23,ENTRY->WAIT->OUT,5.37s: ENTRY->WAIT; 6.13s: WAIT->OUT
24,True,Valid Sequence,147,4.90,236,7.87,2.97,ENTRY->WAIT->OUT,5.53s: ENTRY->WAIT; 6.23s: WAIT->OUT
25,True,Valid Sequence,148,4.93,248,8.27,3.33,ENTRY->WAIT->OUT,5.87s: ENTRY->WAIT; 6.57s: WAIT->OUT
26,True,Valid Sequence,148,4.93,260,8.67,3.73,ENTRY->WAIT->OUT,6.00s: ENTRY->WAIT; 6.80s: WAIT->OUT
27,True,Valid Sequence,151,5.03,255,8.50,3.47,ENTRY->WAIT->OUT,6.03s: ENTRY->WAIT; 6.70s: WAIT->OUT
28,True,Valid Sequence,154,5.13,246,8.20,3.07,ENTRY->WAIT->OUT,6.07s: ENTRY->WAIT; 6.63s: WAIT->OUT
29,True,Valid Sequence,160,5.33,254,8.47,3.13,ENTRY->WAIT->OUT,6.30s: ENTRY->WAIT; 6.93s: WAIT->OUT
30,True,Valid Sequence,163,5.43,261,8.70,3.27,ENTRY->WAIT->OUT,6.03s: ENTRY->WAIT; 6.73s: WAIT->OUT
31,True,Valid Sequence,163,5.43,289,9.63,4.20,ENTRY->WAIT->OUT,6.60s: ENTRY->WAIT; 7.93s: WAIT->OUT
32,True,Valid Sequence,164,5.47,277,9.23,3.77,ENTRY->WAIT->OUT,6.23s: ENTRY->WAIT; 7.10s: WAIT->OUT
33,True,Valid Sequence,168,5.60,250,8.33,2.73,ENTRY->WAIT->OUT,6.27s: ENTRY->WAIT; 6.93s: WAIT->OUT
34,True,Valid Sequence,170,5.67,266,8.87,3.20,ENTRY->WAIT->OUT,6.67s: ENTRY->WAIT; 7.30s: WAIT->OUT
35,True,Valid Sequence,172,5.73,290,9.67,3.93,ENTRY->WAIT->OUT,7.53s: ENTRY->WAIT; 8.37s: WAIT->OUT
36,True,Valid Sequence,172,5.73,320,10.67,4.93,ENTRY->WAIT->OUT,7.30s: ENTRY->WAIT; 8.77s: WAIT->OUT
37,True,Valid Sequence,176,5.87,302,10.07,4.20,ENTRY->WAIT->OUT,6.63s: ENTRY->WAIT; 8.30s: WAIT->OUT
38,True,Valid Sequence,177,5.90,278,9.27,3.37,ENTRY->WAIT->OUT,6.67s: ENTRY->WAIT; 7.70s: WAIT->OUT
39,True,Valid Sequence,180,6.00,278,9.27,3.27,ENTRY->WAIT->OUT,6.77s: ENTRY->WAIT; 7.77s: WAIT->OUT
40,False,Turned Back,182,6.07,200,6.67,0.60,ENTRY,
41,True,Valid Sequence,184,6.13,288,9.60,3.47,ENTRY->WAIT->OUT,6.97s: ENTRY->WAIT; 8.30s: WAIT->OUT
42,True,Valid Sequence,191,6.37,290,9.67,3.30,ENTRY->WAIT->OUT,7.30s: ENTRY->WAIT; 7.90s: WAIT->OUT
43,True,Valid Sequence,192,6.40,305,10.17,3.77,ENTRY->WAIT->OUT,7.57s: ENTRY->WAIT; 8.43s: WAIT->OUT
44,True,Valid Sequence,207,6.90,289,9.63,2.73,ENTRY->WAIT->OUT,7.77s: ENTRY->WAIT; 8.47s: WAIT->OUT
45,True,Valid Sequence,210,7.00,286,9.53,2.53,ENTRY->WAIT->OUT,7.80s: ENTRY->WAIT; 8.43s: WAIT->OUT
46,False,Turned Back,212,7.07,212,7.07,0.00,ENTRY,
47,True,Valid Sequence,227,7.57,310,10.33,2.77,ENTRY->WAIT->OUT,8.70s: ENTRY->WAIT; 9.13s: WAIT->OUT
48,True,Valid Sequence,233,7.77,319,10.63,2.87,ENTRY->WAIT->OUT,8.77s: ENTRY->WAIT; 9.33s: WAIT->OUT
49,True,Valid Sequence,240,8.00,320,10.67,2.67,ENTRY->WAIT->OUT,8.73s: ENTRY->WAIT; 9.23s: WAIT->OUT
50,True,Valid Sequence,242,8.07,326,10.87,2.80,ENTRY->WAIT->OUT,8.87s: ENTRY->WAIT; 9.70s: WAIT->OUT
51,True,Valid Sequence,244,8.13,336,11.20,3.07,ENTRY->WAIT->OUT,9.07s: ENTRY->WAIT; 9.63s: WAIT->OUT
52,True,Valid Sequence,244,8.13,332,11.07,2.93,ENTRY->WAIT->OUT,9.10s: ENTRY->WAIT; 9.73s: WAIT->OUT
53,True,Valid Sequence,245,8.17,328,10.93,2.77,ENTRY->WAIT->OUT,9.03s: ENTRY->WAIT; 9.53s: WAIT->OUT
54,True,Valid Sequence,246,8.20,345,11.50,3.30,ENTRY->WAIT->OUT,9.00s: ENTRY->WAIT; 9.60s: WAIT->OUT
