TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,False,Ghost (Started in OUT),7,0.23,11,0.37,0.13,OUT,
2,True,Valid (Retried),9,0.30,260,8.67,8.37,ENTRY->WAIT->ENTRY->WAIT->ENTRY->WAIT->ENTRY->WAIT->OUT,4.47s: ENTRY->WAIT; 4.50s: WAIT->ENTRY; 4.80s: ENTRY->WAIT; 5.13s: WAIT->ENTRY; 5.17s: ENTRY->WAIT; 5.40s: WAIT->ENTRY; 5.50s: ENTRY->WAIT; 6.47s: WAIT->OUT
3,True,Valid Sequence,11,0.37,266,8.87,8.50,ENTRY->WAIT->OUT,3.13s: ENTRY->WAIT; 6.30s: WAIT->OUT
4,True,Valid Sequence,15,0.50,290,9.67,9.17,ENTRY->WAIT->OUT,5.83s: ENTRY->WAIT; 7.57s: WAIT->OUT
5,False,Ghost (Started in OUT),16,0.53,16,0.53,0.00,OUT,
6,True,Valid Sequence,22,0.73,320,10.67,9.93,ENTRY->WAIT->OUT,5.93s: ENTRY->WAIT; 8.20s: WAIT->OUT
7,True,Valid Sequence,35,1.17,341,11.37,10.20,ENTRY->WAIT->OUT,8.87s: ENTRY->WAIT; 10.27s: WAIT->OUT
8,True,Valid Sequence,38,1.27,314,10.47,9.20,ENTRY->WAIT->OUT,8.27s: ENTRY->WAIT; 9.17s: WAIT->OUT
9,True,Valid Sequence,39,1.30,275,9.17,7.87,ENTRY->WAIT->OUT,3.23s: ENTRY->WAIT; 7.40s: WAIT->OUT
10,True,Valid Sequence,43,1.43,285,9.50,8.07,ENTRY->WAIT->OUT,6.77s: ENTRY->WAIT; 7.90s: WAIT->OUT
11,True,Valid Sequence,47,1.57,298,9.93,8.37,ENTRY->WAIT->OUT,7.10s: ENTRY->WAIT; 8.53s: WAIT->OUT
12,True,Valid Sequence,48,1.60,296,9.87,8.27,ENTRY->WAIT->OUT,7.30s: ENTRY->WAIT; 8.27s: WAIT->OUT
13,True,Valid Sequence,52,1.73,329,10.97,9.23,ENTRY->WAIT->OUT,3.37s: ENTRY->WAIT; 8.97s: WAIT->OUT
14,True,Valid Sequence,56,1.87,272,9.07,7.20,ENTRY->WAIT->OUT,3.40s: ENTRY->WAIT; 7.67s: WAIT->OUT
15,True,Valid Sequence,57,1.90,274,9.13,7.23,ENTRY->WAIT->OUT,6.73s: ENTRY->WAIT; 7.77s: WAIT->OUT
16,True,Valid Sequence,59,1.97,302,10.07,8.10,ENTRY->WAIT->OUT,7.43s: ENTRY->WAIT; 9.10s: WAIT->OUT
18,True,Valid Sequence,63,2.10,263,8.77,6.67,ENTRY->WAIT->OUT,4.03s: ENTRY->WAIT; 7.20s: WAIT->OUT
19,False,Ghost (Started in OUT),65,2.17,307,10.23,8.07,OUT->WAIT->ENTRY->WAIT->OUT,3.17s: OUT->WAIT; 4.20s: WAIT->ENTRY; 8.67s: ENTRY->WAIT; 9.13s: WAIT->OUT
20,True,Valid Sequence,65,2.17,259,8.63,6.47,ENTRY->WAIT->OUT,4.50s: ENTRY->WAIT; 7.03s: WAIT->OUT
21,False,Stuck in Wait,66,2.20,242,8.07,5.87,ENTRY->WAIT,7.03s: ENTRY->WAIT
22,True,Valid Sequence,67,2.23,248,8.27,6.03,ENTRY->WAIT->OUT,4.13s: ENTRY->WAIT; 6.43s: WAIT->OUT
23,True,Valid Sequence,68,2.27,315,10.50,8.23,ENTRY->WAIT->OUT,7.53s: ENTRY->WAIT; 8.67s: WAIT->OUT
24,True,Valid Sequence,75,2.50,285,9.50,7.00,ENTRY->WAIT->OUT,4.93s: ENTRY->WAIT; 7.77s: WAIT->OUT
25,True,Valid Sequence,76,2.53,308,10.27,7.73,ENTRY->WAIT->OUT,7.90s: ENTRY->WAIT; 8.73s: WAIT->OUT
26,True,Valid Sequence,81,2.70,300,10.00,7.30,ENTRY->WAIT->OUT,6.83s: ENTRY->WAIT; 7.97s: WAIT->OUT
27,True,Valid Sequence,81,2.70,326,10.87,8.17,ENTRY->WAIT->OUT,7.63s: ENTRY->WAIT; 9.80s: WAIT->OUT
28,True,Valid Sequence,82,2.73,300,10.00,7.27,ENTRY->WAIT->OUT,7.50s: ENTRY->WAIT; 8.40s: WAIT->OUT
29,False,Ghost (Started in OUT),82,2.73,190,6.33,3.60,OUT->WAIT->ENTRY,3.60s: OUT->WAIT; 4.57s: WAIT->ENTRY
30,True,Valid Sequence,83,2.77,276,9.20,6.43,ENTRY->WAIT->OUT,4.90s: ENTRY->WAIT; 7.57s: WAIT->OUT
31,True,Valid Sequence,89,2.97,335,11.17,8.20,ENTRY->WAIT->OUT,8.50s: ENTRY->WAIT; 9.77s: WAIT->OUT
32,True,Valid (Retried),101,3.37,344,11.47,8.10,ENTRY->WAIT->ENTRY->WAIT->OUT,7.77s: ENTRY->WAIT; 7.80s: WAIT->ENTRY; 7.83s: ENTRY->WAIT; 9.40s: WAIT->OUT
34,True,Valid Sequence,106,3.53,294,9.80,6.27,ENTRY->WAIT->OUT,7.00s: ENTRY->WAIT; 8.13s: WAIT->OUT
35,False,Ghost (Started in OUT),121,4.03,353,11.77,7.73,OUT->WAIT->ENTRY->WAIT->OUT,5.80s: OUT->WAIT; 7.00s: WAIT->ENTRY; 8.23s: ENTRY->WAIT; 9.87s: WAIT->OUT
37,True,Valid Sequence,143,4.77,325,10.83,6.07,ENTRY->WAIT->OUT,8.13s: ENTRY->WAIT; 9.10s: WAIT->OUT
38,False,Ghost (Started in OUT),154,5.13,329,10.97,5.83,OUT->WAIT->OUT,6.20s: OUT->WAIT; 8.90s: WAIT->OUT
