TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,22,0.73,363,12.10,11.37,ENTRY->WAIT->OUT,1.83s: ENTRY->WAIT; 2.93s: WAIT->OUT
2,True,Valid Sequence,30,1.00,262,8.73,7.73,ENTRY->WAIT->OUT,2.00s: ENTRY->WAIT; 2.83s: WAIT->OUT
3,True,Valid Sequence,35,1.17,190,6.33,5.17,ENTRY->WAIT->OUT,2.77s: ENTRY->WAIT; 3.30s: WAIT->OUT
4,False,Turned Back,42,1.40,186,6.20,4.80,ENTRY,
5,True,Valid Sequence,42,1.40,322,10.73,9.33,ENTRY->WAIT->OUT,3.23s: ENTRY->WAIT; 4.30s: WAIT->OUT
6,True,Valid Sequence,48,1.60,451,15.03,13.43,ENTRY->WAIT->OUT,2.77s: ENTRY->WAIT; 3.33s: WAIT->OUT
7,True,Valid Sequence,52,1.73,479,15.97,14.23,ENTRY->WAIT->OUT,14.27s: ENTRY->WAIT; 14.93s: WAIT->OUT
8,True,Valid Sequence,56,1.87,317,10.57,8.70,ENTRY->WAIT->OUT,3.30s: ENTRY->WAIT; 5.83s: WAIT->OUT
9,True,Valid Sequence,60,2.00,219,7.30,5.30,ENTRY->WAIT->OUT,3.57s: ENTRY->WAIT; 4.33s: WAIT->OUT
10,True,Valid Sequence,63,2.10,389,12.97,10.87,ENTRY->WAIT->OUT,3.77s: ENTRY->WAIT; 5.17s: WAIT->OUT
11,True,Valid Sequence,65,2.17,262,8.73,6.57,ENTRY->WAIT->OUT,4.37s: ENTRY->WAIT; 5.20s: WAIT->OUT
12,True,Valid Sequence,68,2.27,222,7.40,5.13,ENTRY->WAIT->OUT,3.80s: ENTRY->WAIT; 4.50s: WAIT->OUT
13,True,Valid Sequence,72,2.40,231,7.70,5.30,ENTRY->WAIT->OUT,3.80s: ENTRY->WAIT; 4.60s: WAIT->OUT
14,True,Valid Sequence,74,2.47,355,11.83,9.37,ENTRY->WAIT->OUT,3.77s: ENTRY->WAIT; 5.00s: WAIT->OUT
15,True,Valid Sequence,76,2.53,316,10.53,8.00,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 7.63s: WAIT->OUT
16,True,Valid Sequence,86,2.87,291,9.70,6.83,ENTRY->WAIT->OUT,4.73s: ENTRY->WAIT; 5.67s: WAIT->OUT
17,True,Valid Sequence,106,3.53,297,9.90,6.37,ENTRY->WAIT->OUT,4.87s: ENTRY->WAIT; 6.67s: WAIT->OUT
18,True,Valid Sequence,114,3.80,315,10.50,6.70,ENTRY->WAIT->OUT,7.03s: ENTRY->WAIT; 7.97s: WAIT->OUT
19,True,Valid Sequence,126,4.20,287,9.57,5.37,ENTRY->WAIT->OUT,7.23s: ENTRY->WAIT; 8.00s: WAIT->OUT
20,True,Valid Sequence,142,4.73,353,11.77,7.03,ENTRY->WAIT->OUT,6.63s: ENTRY->WAIT; 7.70s: WAIT->OUT
21,True,Valid Sequence,142,4.73,375,12.50,7.77,ENTRY->WAIT->OUT,9.30s: ENTRY->WAIT; 10.17s: WAIT->OUT
22,True,Valid Sequence,144,4.80,307,10.23,5.43,ENTRY->WAIT->OUT,6.17s: ENTRY->WAIT; 7.27s: WAIT->OUT
23,True,Valid Sequence,151,5.03,370,12.33,7.30,ENTRY->WAIT->OUT,7.00s: ENTRY->WAIT; 8.37s: WAIT->OUT
24,True,Valid Sequence,152,5.07,348,11.60,6.53,ENTRY->WAIT->OUT,6.93s: ENTRY->WAIT; 7.77s: WAIT->OUT
25,True,Valid Sequence,156,5.20,345,11.50,6.30,ENTRY->WAIT->OUT,7.23s: ENTRY->WAIT; 8.17s: WAIT->OUT
26,True,Valid Sequence,173,5.77,475,15.83,10.07,ENTRY->WAIT->OUT,7.63s: ENTRY->WAIT; 8.77s: WAIT->OUT
27,True,Valid Sequence,181,6.03,364,12.13,6.10,ENTRY->WAIT->OUT,8.43s: ENTRY->WAIT; 9.57s: WAIT->OUT
28,True,Valid Sequence,193,6.43,391,13.03,6.60,ENTRY->WAIT->OUT,10.90s: ENTRY->WAIT; 11.57s: WAIT->OUT
29,True,Valid Sequence,220,7.33,418,13.93,6.60,ENTRY->WAIT->OUT,10.83s: ENTRY->WAIT; 11.37s: WAIT->OUT
30,True,Valid Sequence,232,7.73,463,15.43,7.70,ENTRY->WAIT->OUT,12.03s: ENTRY->WAIT; 12.90s: WAIT->OUT
31,False,Ghost (Started in OUT),241,8.03,243,8.10,0.07,OUT,
32,True,Valid Sequence,250,8.33,394,13.13,4.80,ENTRY->WAIT->OUT,10.97s: ENTRY->WAIT; 11.57s: WAIT->OUT
33,True,Valid Sequence,263,8.77,414,13.80,5.03,ENTRY->WAIT->OUT,10.97s: ENTRY->WAIT; 11.47s: WAIT->OUT
35,True,Valid Sequence,272,9.07,431,14.37,5.30,ENTRY->WAIT->OUT,11.30s: ENTRY->WAIT; 12.20s: WAIT->OUT
36,True,Valid Sequence,273,9.10,421,14.03,4.93,ENTRY->WAIT->OUT,11.20s: ENTRY->WAIT; 11.77s: WAIT->OUT
37,True,Valid Sequence,276,9.20,436,14.53,5.33,ENTRY->WAIT->OUT,11.27s: ENTRY->WAIT; 12.20s: WAIT->OUT
38,True,Valid Sequence,276,9.20,424,14.13,4.93,ENTRY->WAIT->OUT,11.57s: ENTRY->WAIT; 12.33s: WAIT->OUT
39,False,Ghost (Started in OUT),281,9.37,282,9.40,0.03,OUT,
40,True,Valid Sequence,284,9.47,434,14.47,5.00,ENTRY->WAIT->OUT,11.47s: ENTRY->WAIT; 12.47s: WAIT->OUT
41,True,Valid Sequence,290,9.67,378,12.60,2.93,ENTRY->WAIT->OUT,10.90s: ENTRY->WAIT; 11.40s: WAIT->OUT
42,True,Valid Sequence,291,9.70,435,14.50,4.80,ENTRY->WAIT->OUT,11.00s: ENTRY->WAIT; 11.90s: WAIT->OUT
43,True,Valid Sequence,294,9.80,464,15.47,5.67,ENTRY->WAIT->OUT,12.23s: ENTRY->WAIT; 13.27s: WAIT->OUT
44,True,Valid Sequence,296,9.87,478,15.93,6.07,ENTRY->WAIT->OUT,12.53s: ENTRY->WAIT; 13.47s: WAIT->OUT
45,True,Valid Sequence,300,10.00,443,14.77,4.77,ENTRY->WAIT->OUT,12.17s: ENTRY->WAIT; 12.97s: WAIT->OUT
46,True,Valid Sequence,302,10.07,457,15.23,5.17,ENTRY->WAIT->OUT,11.97s: ENTRY->WAIT; 12.90s: WAIT->OUT
47,True,Valid Sequence,306,10.20,447,14.90,4.70,ENTRY->WAIT->OUT,12.47s: ENTRY->WAIT; 13.17s: WAIT->OUT
48,True,Valid Sequence,307,10.23,448,14.93,4.70,ENTRY->WAIT->OUT,12.07s: ENTRY->WAIT; 12.97s: WAIT->OUT
49,True,Valid Sequence,308,10.27,467,15.57,5.30,ENTRY->WAIT->OUT,12.17s: ENTRY->WAIT; 13.07s: WAIT->OUT
50,True,Valid Sequence,310,10.33,437,14.57,4.23,ENTRY->WAIT->OUT,11.83s: ENTRY->WAIT; 12.43s: WAIT->OUT
51,True,Valid Sequence,314,10.47,442,14.73,4.27,ENTRY->WAIT->OUT,12.00s: ENTRY->WAIT; 12.67s: WAIT->OUT
52,True,Valid Sequence,325,10.83,472,15.73,4.90,ENTRY->WAIT->OUT,13.20s: ENTRY->WAIT; 14.20s: WAIT->OUT
53,True,Valid Sequence,325,10.83,468,15.60,4.77,ENTRY->WAIT->OUT,12.37s: ENTRY->WAIT; 13.77s: WAIT->OUT
54,True,Valid Sequence,326,10.87,466,15.53,4.67,ENTRY->WAIT->OUT,12.67s: ENTRY->WAIT; 13.57s: WAIT->OUT
55,True,Valid Sequence,328,10.93,466,15.53,4.60,ENTRY->WAIT->OUT,12.57s: ENTRY->WAIT; 13.43s: WAIT->OUT
56,True,Valid Sequence,330,11.00,454,15.13,4.13,ENTRY->WAIT->OUT,12.40s: ENTRY->WAIT; 13.23s: WAIT->OUT
