frame,timestamp,event,track_id,zone,details
218,7.27s,NEW_ID,1,ENTRY,ID 1 appeared in ENTRY
220,7.33s,NEW_ID,2,ENTRY,ID 2 appeared in ENTRY
220,7.33s,NEW_ID,3,ENTRY,ID 3 appeared in ENTRY
221,7.37s,NEW_ID,4,ENTRY,ID 4 appeared in ENTRY
226,7.53s,NEW_ID,5,ENTRY,ID 5 appeared in ENTRY
228,7.60s,NEW_ID,6,ENTRY,ID 6 appeared in ENTRY
231,7.70s,NEW_ID,7,ENTRY,ID 7 appeared in ENTRY
232,7.73s,NEW_ID,8,ENTRY,ID 8 appeared in ENTRY
233,7.77s,NEW_ID,9,ENTRY,ID 9 appeared in ENTRY
236,7.87s,NEW_ID,10,ENTRY,ID 10 appeared in ENTRY
236,7.87s,NEW_ID,11,ENTRY,ID 11 appeared in ENTRY
237,7.90s,NEW_ID,12,ENTRY,ID 12 appeared in ENTRY
241,8.03s,NEW_ID,13,ENTRY,ID 13 appeared in ENTRY
241,8.03s,NEW_ID,14,ENTRY,ID 14 appeared in ENTRY
244,8.13s,NEW_ID,15,ENTRY,ID 15 appeared in ENTRY
245,8.17s,NEW_ID,16,ENTRY,ID 16 appeared in ENTRY
251,8.37s,NEW_ID,17,ENTRY,ID 17 appeared in ENTRY
251,8.37s,NEW_ID,18,ENTRY,ID 18 appeared in ENTRY
252,8.40s,NEW_ID,19,ENTRY,ID 19 appeared in ENTRY
256,8.53s,NEW_ID,20,ENTRY,ID 20 appeared in ENTRY
259,8.63s,NEW_ID,21,ENTRY,ID 21 appeared in ENTRY
260,8.67s,NEW_ID,22,ENTRY,ID 22 appeared in ENTRY
269,8.97s,NEW_ID,23,ENTRY,ID 23 appeared in ENTRY
272,9.07s,NEW_ID,24,ENTRY,ID 24 appeared in ENTRY
273,9.10s,NEW_ID,25,ENTRY,ID 25 appeared in ENTRY
284,9.47s,NEW_ID,26,ENTRY,ID 26 appeared in ENTRY
288,9.60s,NEW_ID,27,ENTRY,ID 27 appeared in ENTRY
