TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,False,Turned Back,69,2.30,173,5.77,3.47,ENTRY,
2,False,Turned Back,101,3.37,300,10.00,6.63,ENTRY,
3,True,Valid (Retried),103,3.43,693,23.10,19.67,ENTRY->WAIT->ENTRY->WAIT->OUT,13.53s: ENTRY->WAIT; 15.67s: WAIT->ENTRY; 20.20s: ENTRY->WAIT; 20.83s: WAIT->OUT
4,True,Valid (Retried),285,9.50,943,31.43,21.93,ENTRY->WAIT->OUT->WAIT->ENTRY->WAIT->OUT,15.57s: ENTRY->WAIT; 17.73s: WAIT->OUT; 23.03s: OUT->WAIT; 24.53s: WAIT->ENTRY; 28.80s: ENTRY->WAIT; 29.87s: WAIT->OUT
5,True,Valid (Hesitated),443,14.77,914,30.47,15.70,ENTRY->WAIT->OUT->WAIT->OUT,16.00s: ENTRY->WAIT; 16.97s: WAIT->OUT; 23.53s: OUT->WAIT; 28.00s: WAIT->OUT
6,True,Valid (Retried),444,14.80,956,31.87,17.07,ENTRY->WAIT->OUT->WAIT->ENTRY->WAIT->OUT,16.67s: ENTRY->WAIT; 17.80s: WAIT->OUT; 23.67s: OUT->WAIT; 24.43s: WAIT->ENTRY; 30.27s: ENTRY->WAIT; 30.73s: WAIT->OUT
7,True,Valid Sequence,450,15.00,952,31.73,16.73,ENTRY->WAIT->OUT,28.93s: ENTRY->WAIT; 29.87s: WAIT->OUT
8,True,Valid Sequence,452,15.07,741,24.70,9.63,ENTRY->WAIT->OUT,18.37s: ENTRY->WAIT; 19.20s: WAIT->OUT
9,True,Valid Sequence,466,15.53,708,23.60,8.07,ENTRY->WAIT->OUT,20.00s: ENTRY->WAIT; 20.90s: WAIT->OUT
10,False,Stuck in Wait,467,15.57,882,29.40,13.83,ENTRY->WAIT->ENTRY->WAIT,21.30s: ENTRY->WAIT; 24.03s: WAIT->ENTRY; 29.27s: ENTRY->WAIT
11,True,Valid (Hesitated),473,15.77,903,30.10,14.33,ENTRY->WAIT->OUT->WAIT->OUT,17.57s: ENTRY->WAIT; 20.43s: WAIT->OUT; 23.70s: OUT->WAIT; 28.13s: WAIT->OUT
12,True,Valid Sequence,496,16.53,717,23.90,7.37,ENTRY->WAIT->OUT,18.50s: ENTRY->WAIT; 19.63s: WAIT->OUT
13,True,Valid Sequence,522,17.40,681,22.70,5.30,ENTRY->WAIT->OUT,18.73s: ENTRY->WAIT; 19.77s: WAIT->OUT
14,True,Valid Sequence,525,17.50,683,22.77,5.27,ENTRY->WAIT->OUT,19.47s: ENTRY->WAIT; 20.13s: WAIT->OUT
15,True,Valid Sequence,528,17.60,713,23.77,6.17,ENTRY->WAIT->OUT,19.27s: ENTRY->WAIT; 20.40s: WAIT->OUT
16,True,Valid Sequence,534,17.80,711,23.70,5.90,ENTRY->WAIT->OUT,19.70s: ENTRY->WAIT; 20.73s: WAIT->OUT
17,True,Valid Sequence,539,17.97,693,23.10,5.13,ENTRY->WAIT->OUT,20.30s: ENTRY->WAIT; 20.80s: WAIT->OUT
18,True,Valid Sequence,566,18.87,741,24.70,5.83,ENTRY->WAIT->OUT,20.93s: ENTRY->WAIT; 21.70s: WAIT->OUT
19,True,Valid Sequence,579,19.30,718,23.93,4.63,ENTRY->WAIT->OUT,20.50s: ENTRY->WAIT; 21.30s: WAIT->OUT
20,True,Valid Sequence,585,19.50,705,23.50,4.00,ENTRY->WAIT->OUT,20.97s: ENTRY->WAIT; 21.67s: WAIT->OUT
21,True,Valid Sequence,587,19.57,730,24.33,4.77,ENTRY->WAIT->OUT,20.90s: ENTRY->WAIT; 21.33s: WAIT->OUT
22,True,Valid Sequence,599,19.97,718,23.93,3.97,ENTRY->WAIT->OUT,21.57s: ENTRY->WAIT; 22.23s: WAIT->OUT
23,True,Valid Sequence,615,20.50,731,24.37,3.87,ENTRY->WAIT->OUT,21.97s: ENTRY->WAIT; 22.57s: WAIT->OUT
24,True,Valid Sequence,645,21.50,921,30.70,9.20,ENTRY->WAIT->OUT,24.33s: ENTRY->WAIT; 28.70s: WAIT->OUT
25,False,Ghost (Started in OUT),689,22.97,690,23.00,0.03,OUT,
26,True,Valid Sequence,706,23.53,912,30.40,6.87,ENTRY->WAIT->OUT,27.07s: ENTRY->WAIT; 28.70s: WAIT->OUT
