frame,timestamp,event,track_id,zone,details
304,10.13s,NEW_ID,1,ENTRY,ID 1 appeared in ENTRY
318,10.60s,NEW_ID,2,ENTRY,ID 2 appeared in ENTRY
332,11.07s,NEW_ID,3,ENTRY,ID 3 appeared in ENTRY
335,11.17s,NEW_ID,4,ENTRY,ID 4 appeared in ENTRY
336,11.20s,NEW_ID,5,ENTRY,ID 5 appeared in ENTRY
343,11.43s,NEW_ID,6,ENTRY,ID 6 appeared in ENTRY
343,11.43s,NEW_ID,7,ENTRY,ID 7 appeared in ENTRY
345,11.50s,NEW_ID,8,ENTRY,ID 8 appeared in ENTRY
349,11.63s,NEW_ID,9,ENTRY,ID 9 appeared in ENTRY
349,11.63s,NEW_ID,10,ENTRY,ID 10 appeared in ENTRY
351,11.70s,NEW_ID,11,ENTRY,ID 11 appeared in ENTRY
353,11.77s,NEW_ID,12,ENTRY,ID 12 appeared in ENTRY
353,11.77s,NEW_ID,13,ENTRY,ID 13 appeared in ENTRY
357,11.90s,ZONE_CHANGE,1,WAIT,ID 1: ENTRY -> WAIT
357,11.90s,NEW_ID,14,ENTRY,ID 14 appeared in ENTRY
361,12.03s,ZONE_CHANGE,4,WAIT,ID 4: ENTRY -> WAIT
364,12.13s,ZONE_CHANGE,2,WAIT,ID 2: ENTRY -> WAIT
374,12.47s,ZONE_CHANGE,8,WAIT,ID 8: ENTRY -> WAIT
374,12.47s,NEW_ID,15,ENTRY,ID 15 appeared in ENTRY
376,12.53s,NEW_ID,16,ENTRY,ID 16 appeared in ENTRY
377,12.57s,ZONE_CHANGE,5,WAIT,ID 5: ENTRY -> WAIT
377,12.57s,ZONE_CHANGE,12,WAIT,ID 12: ENTRY -> WAIT
380,12.67s,ZONE_CHANGE,13,WAIT,ID 13: ENTRY -> WAIT
382,12.73s,NEW_ID,17,ENTRY,ID 17 appeared in ENTRY
383,12.77s,ZONE_CHANGE,1,OUT,ID 1: WAIT -> OUT
383,12.77s,ZONE_CHANGE,11,WAIT,ID 11: ENTRY -> WAIT
