TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,5,0.17,236,7.87,7.70,ENTRY->WAIT->OUT,4.20s: ENTRY->WAIT; 5.73s: WAIT->OUT
2,True,Valid Sequence,5,0.17,245,8.17,8.00,ENTRY->WAIT->OUT,5.50s: ENTRY->WAIT; 6.17s: WAIT->OUT
3,True,Valid Sequence,6,0.20,261,8.70,8.50,ENTRY->WAIT->OUT,5.83s: ENTRY->WAIT; 6.70s: WAIT->OUT
4,True,Valid Sequence,6,0.20,211,7.03,6.83,ENTRY->WAIT->OUT,2.90s: ENTRY->WAIT; 4.73s: WAIT->OUT
5,True,Valid Sequence,11,0.37,251,8.37,8.00,ENTRY->WAIT->OUT,4.67s: ENTRY->WAIT; 5.57s: WAIT->OUT
6,True,Valid Sequence,15,0.50,212,7.07,6.57,ENTRY->WAIT->OUT,3.10s: ENTRY->WAIT; 5.17s: WAIT->OUT
7,True,Valid Sequence,15,0.50,220,7.33,6.83,ENTRY->WAIT->OUT,4.03s: ENTRY->WAIT; 5.30s: WAIT->OUT
8,True,Valid Sequence,17,0.57,218,7.27,6.70,ENTRY->WAIT->OUT,3.47s: ENTRY->WAIT; 5.27s: WAIT->OUT
9,True,Valid Sequence,17,0.57,207,6.90,6.33,ENTRY->WAIT->OUT,2.70s: ENTRY->WAIT; 4.73s: WAIT->OUT
10,True,Valid Sequence,20,0.67,225,7.50,6.83,ENTRY->WAIT->OUT,3.77s: ENTRY->WAIT; 5.33s: WAIT->OUT
11,True,Valid Sequence,24,0.80,234,7.80,7.00,ENTRY->WAIT->OUT,5.13s: ENTRY->WAIT; 5.90s: WAIT->OUT
12,True,Valid Sequence,25,0.83,209,6.97,6.13,ENTRY->WAIT->OUT,4.67s: ENTRY->WAIT; 5.63s: WAIT->OUT
13,True,Valid Sequence,27,0.90,229,7.63,6.73,ENTRY->WAIT->OUT,3.90s: ENTRY->WAIT; 5.37s: WAIT->OUT
14,True,Valid Sequence,28,0.93,222,7.40,6.47,ENTRY->WAIT->OUT,4.80s: ENTRY->WAIT; 5.70s: WAIT->OUT
15,True,Valid Sequence,30,1.00,273,9.10,8.10,ENTRY->WAIT->OUT,4.97s: ENTRY->WAIT; 5.87s: WAIT->OUT
16,True,Valid Sequence,36,1.20,253,8.43,7.23,ENTRY->WAIT->OUT,4.93s: ENTRY->WAIT; 5.90s: WAIT->OUT
17,True,Valid Sequence,39,1.30,229,7.63,6.33,ENTRY->WAIT->OUT,5.27s: ENTRY->WAIT; 5.93s: WAIT->OUT
18,True,Valid Sequence,39,1.30,213,7.10,5.80,ENTRY->WAIT->OUT,3.93s: ENTRY->WAIT; 5.03s: WAIT->OUT
19,True,Valid Sequence,41,1.37,243,8.10,6.73,ENTRY->WAIT->OUT,5.30s: ENTRY->WAIT; 6.00s: WAIT->OUT
20,True,Valid Sequence,42,1.40,211,7.03,5.63,ENTRY->WAIT->OUT,2.97s: ENTRY->WAIT; 4.70s: WAIT->OUT
21,True,Valid Sequence,46,1.53,233,7.77,6.23,ENTRY->WAIT->OUT,4.83s: ENTRY->WAIT; 5.80s: WAIT->OUT
22,True,Valid Sequence,46,1.53,214,7.13,5.60,ENTRY->WAIT->OUT,3.30s: ENTRY->WAIT; 4.87s: WAIT->OUT
23,False,Turned Back,54,1.80,135,4.50,2.70,ENTRY,
24,True,Valid Sequence,57,1.90,243,8.10,6.20,ENTRY->WAIT->OUT,4.73s: ENTRY->WAIT; 5.67s: WAIT->OUT
25,True,Valid Sequence,59,1.97,272,9.07,7.10,ENTRY->WAIT->OUT,6.03s: ENTRY->WAIT; 6.77s: WAIT->OUT
26,True,Valid Sequence,70,2.33,216,7.20,4.87,ENTRY->WAIT->OUT,4.13s: ENTRY->WAIT; 5.13s: WAIT->OUT
27,False,Turned Back,73,2.43,115,3.83,1.40,ENTRY,
28,True,Valid Sequence,75,2.50,243,8.10,5.60,ENTRY->WAIT->OUT,4.87s: ENTRY->WAIT; 5.90s: WAIT->OUT
