TrackID,IsValid,Reason,FirstFrame,FirstTime(s),LastFrame,LastTime(s),Duration(s),ZoneHistory,StateChanges
1,True,Valid Sequence,50,2.63,144,7.58,4.95,ENTRY->WAIT->OUT,4.37s: ENTRY->WAIT; 5.74s: WAIT->OUT
2,True,Valid Sequence,51,2.68,143,7.53,4.84,ENTRY->WAIT->OUT,3.84s: ENTRY->WAIT; 5.32s: WAIT->OUT
3,True,Valid Sequence,51,2.68,161,8.47,5.79,ENTRY->WAIT->OUT,5.68s: ENTRY->WAIT; 6.84s: WAIT->OUT
4,True,Valid Sequence,54,2.84,153,8.05,5.21,ENTRY->WAIT->OUT,5.11s: ENTRY->WAIT; 6.16s: WAIT->OUT
5,True,Valid Sequence,55,2.89,148,7.79,4.89,ENTRY->WAIT->OUT,3.95s: ENTRY->WAIT; 5.47s: WAIT->OUT
6,True,Valid Sequence,55,2.89,148,7.79,4.89,ENTRY->WAIT->OUT,4.53s: ENTRY->WAIT; 5.84s: WAIT->OUT
7,True,Valid Sequence,56,2.95,150,7.89,4.95,ENTRY->WAIT->OUT,4.89s: ENTRY->WAIT; 5.89s: WAIT->OUT
8,True,Valid (Retried),63,3.32,156,8.21,4.89,ENTRY->WAIT->ENTRY->WAIT->OUT,4.68s: ENTRY->WAIT; 4.79s: WAIT->ENTRY; 5.11s: ENTRY->WAIT; 6.37s: WAIT->OUT
9,True,Valid Sequence,63,3.32,144,7.58,4.26,ENTRY->WAIT->OUT,4.89s: ENTRY->WAIT; 5.68s: WAIT->OUT
10,True,Valid Sequence,63,3.32,152,8.00,4.68,ENTRY->WAIT->OUT,5.11s: ENTRY->WAIT; 6.00s: WAIT->OUT
11,True,Valid Sequence,66,3.47,149,7.84,4.37,ENTRY->WAIT->OUT,5.16s: ENTRY->WAIT; 6.11s: WAIT->OUT
12,True,Valid Sequence,69,3.63,160,8.42,4.79,ENTRY->WAIT->OUT,5.42s: ENTRY->WAIT; 6.37s: WAIT->OUT
13,True,Valid Sequence,70,3.68,159,8.37,4.68,ENTRY->WAIT->OUT,5.16s: ENTRY->WAIT; 6.37s: WAIT->OUT
14,True,Valid Sequence,74,3.89,159,8.37,4.47,ENTRY->WAIT->OUT,5.58s: ENTRY->WAIT; 6.47s: WAIT->OUT
15,True,Valid Sequence,75,3.95,147,7.74,3.79,ENTRY->WAIT->OUT,5.37s: ENTRY->WAIT; 6.21s: WAIT->OUT
16,True,Valid Sequence,79,4.16,142,7.47,3.32,ENTRY->WAIT->OUT,5.16s: ENTRY->WAIT; 6.16s: WAIT->OUT
17,True,Valid Sequence,80,4.21,156,8.21,4.00,ENTRY->WAIT->OUT,5.53s: ENTRY->WAIT; 6.53s: WAIT->OUT
18,True,Valid Sequence,84,4.42,152,8.00,3.58,ENTRY->WAIT->OUT,5.47s: ENTRY->WAIT; 6.16s: WAIT->OUT
19,True,Valid Sequence,94,4.95,215,11.32,6.37,ENTRY->WAIT->OUT,9.32s: ENTRY->WAIT; 10.05s: WAIT->OUT
20,True,Valid Sequence,94,4.95,207,10.89,5.95,ENTRY->WAIT->OUT,5.79s: ENTRY->WAIT; 7.26s: WAIT->OUT
21,True,Valid Sequence,95,5.00,165,8.68,3.68,ENTRY->WAIT->OUT,5.74s: ENTRY->WAIT; 6.58s: WAIT->OUT
22,True,Valid Sequence,95,5.00,171,9.00,4.00,ENTRY->WAIT->OUT,6.05s: ENTRY->WAIT; 7.05s: WAIT->OUT
23,True,Valid Sequence,96,5.05,157,8.26,3.21,ENTRY->WAIT->OUT,5.74s: ENTRY->WAIT; 6.53s: WAIT->OUT
24,True,Valid Sequence,101,5.32,156,8.21,2.89,ENTRY->WAIT->OUT,5.89s: ENTRY->WAIT; 6.58s: WAIT->OUT
25,True,Valid Sequence,101,5.32,171,9.00,3.68,ENTRY->WAIT->OUT,6.32s: ENTRY->WAIT; 7.16s: WAIT->OUT
26,True,Valid Sequence,102,5.37,162,8.53,3.16,ENTRY->WAIT->OUT,6.21s: ENTRY->WAIT; 6.95s: WAIT->OUT
27,True,Valid Sequence,104,5.47,167,8.79,3.32,ENTRY->WAIT->OUT,6.37s: ENTRY->WAIT; 7.05s: WAIT->OUT
28,True,Valid Sequence,105,5.53,161,8.47,2.95,ENTRY->WAIT->OUT,6.42s: ENTRY->WAIT; 7.00s: WAIT->OUT
29,True,Valid Sequence,108,5.68,167,8.79,3.11,ENTRY->WAIT->OUT,6.63s: ENTRY->WAIT; 7.32s: WAIT->OUT
30,True,Valid Sequence,110,5.79,171,9.00,3.21,ENTRY->WAIT->OUT,6.37s: ENTRY->WAIT; 7.11s: WAIT->OUT
31,True,Valid Sequence,111,5.84,189,9.95,4.11,ENTRY->WAIT->OUT,6.95s: ENTRY->WAIT; 8.26s: WAIT->OUT
32,True,Valid Sequence,112,5.89,178,9.37,3.47,ENTRY->WAIT->OUT,6.58s: ENTRY->WAIT; 7.47s: WAIT->OUT
33,True,Valid Sequence,114,6.00,165,8.68,2.68,ENTRY->WAIT->OUT,6.63s: ENTRY->WAIT; 7.26s: WAIT->OUT
34,True,Valid Sequence,115,6.05,171,9.00,2.95,ENTRY->WAIT->OUT,7.00s: ENTRY->WAIT; 7.63s: WAIT->OUT
35,True,Valid Sequence,117,6.16,189,9.95,3.79,ENTRY->WAIT->OUT,7.89s: ENTRY->WAIT; 8.68s: WAIT->OUT
36,True,Valid Sequence,117,6.16,208,10.95,4.79,ENTRY->WAIT->OUT,7.68s: ENTRY->WAIT; 9.11s: WAIT->OUT
37,True,Valid Sequence,119,6.26,194,10.21,3.95,ENTRY->WAIT->OUT,7.00s: ENTRY->WAIT; 8.68s: WAIT->OUT
38,True,Valid Sequence,120,6.32,182,9.58,3.26,ENTRY->WAIT->OUT,7.00s: ENTRY->WAIT; 8.05s: WAIT->OUT
40,True,Valid Sequence,122,6.42,182,9.58,3.16,ENTRY->WAIT->OUT,7.11s: ENTRY->WAIT; 8.11s: WAIT->OUT
41,False,Turned Back,122,6.42,131,6.89,0.47,ENTRY,
42,True,Valid Sequence,124,6.53,189,9.95,3.42,ENTRY->WAIT->OUT,7.32s: ENTRY->WAIT; 8.63s: WAIT->OUT
43,True,Valid Sequence,129,6.79,189,9.95,3.16,ENTRY->WAIT->OUT,7.63s: ENTRY->WAIT; 8.26s: WAIT->OUT
44,True,Valid Sequence,130,6.84,199,10.47,3.63,ENTRY->WAIT->OUT,7.89s: ENTRY->WAIT; 8.79s: WAIT->OUT
45,True,Valid Sequence,138,7.26,189,9.95,2.68,ENTRY->WAIT->OUT,8.11s: ENTRY->WAIT; 8.84s: WAIT->OUT
46,True,Valid Sequence,141,7.42,187,9.84,2.42,ENTRY->WAIT->OUT,8.16s: ENTRY->WAIT; 8.79s: WAIT->OUT
47,True,Valid Sequence,152,8.00,203,10.68,2.68,ENTRY->WAIT->OUT,9.05s: ENTRY->WAIT; 9.53s: WAIT->OUT
48,True,Valid Sequence,155,8.16,208,10.95,2.79,ENTRY->WAIT->OUT,9.16s: ENTRY->WAIT; 9.68s: WAIT->OUT
49,True,Valid Sequence,160,8.42,208,10.95,2.53,ENTRY->WAIT->OUT,9.11s: ENTRY->WAIT; 9.58s: WAIT->OUT
50,True,Valid Sequence,161,8.47,213,11.21,2.74,ENTRY->WAIT->OUT,9.21s: ENTRY->WAIT; 10.05s: WAIT->OUT
51,True,Valid Sequence,162,8.53,218,11.47,2.95,ENTRY->WAIT->OUT,9.42s: ENTRY->WAIT; 9.95s: WAIT->OUT
52,True,Valid Sequence,162,8.53,217,11.42,2.89,ENTRY->WAIT->OUT,9.47s: ENTRY->WAIT; 10.11s: WAIT->OUT
53,True,Valid Sequence,163,8.58,224,11.79,3.21,ENTRY->WAIT->OUT,9.37s: ENTRY->WAIT; 9.95s: WAIT->OUT
54,True,Valid Sequence,164,8.63,213,11.21,2.58,ENTRY->WAIT->OUT,9.37s: ENTRY->WAIT; 9.89s: WAIT->OUT
55,True,Valid Sequence,165,8.68,217,11.42,2.74,ENTRY->WAIT->OUT,9.26s: ENTRY->WAIT; 9.84s: WAIT->OUT
57,True,Valid Sequence,167,8.79,208,10.95,2.16,ENTRY->WAIT->OUT,9.37s: ENTRY->WAIT; 9.95s: WAIT->OUT
58,True,Valid Sequence,167,8.79,241,12.68,3.89,ENTRY->WAIT->OUT,9.74s: ENTRY->WAIT; 10.89s: WAIT->OUT
59,False,Turned Back,167,8.79,168,8.84,0.05,ENTRY,
60,True,Valid Sequence,169,8.89,222,11.68,2.79,ENTRY->WAIT->OUT,9.68s: ENTRY->WAIT; 10.32s: WAIT->OUT
61,True,Valid Sequence,170,8.95,237,12.47,3.53,ENTRY->WAIT->OUT,9.74s: ENTRY->WAIT; 10.84s: WAIT->OUT
62,True,Valid Sequence,171,9.00,227,11.95,2.95,ENTRY->WAIT->OUT,9.74s: ENTRY->WAIT; 10.42s: WAIT->OUT
63,True,Valid Sequence,173,9.11,227,11.95,2.84,ENTRY->WAIT->OUT,9.84s: ENTRY->WAIT; 10.47s: WAIT->OUT
64,True,Valid Sequence,173,9.11,236,12.42,3.32,ENTRY->WAIT->OUT,10.37s: ENTRY->WAIT; 11.21s: WAIT->OUT
65,True,Valid Sequence,173,9.11,231,12.16,3.05,ENTRY->WAIT->OUT,9.95s: ENTRY->WAIT; 10.53s: WAIT->OUT
66,True,Valid Sequence,179,9.42,272,14.32,4.89,ENTRY->WAIT->OUT,11.32s: ENTRY->WAIT; 12.26s: WAIT->OUT
67,True,Valid Sequence,181,9.53,232,12.21,2.68,ENTRY->WAIT->OUT,10.16s: ENTRY->WAIT; 11.05s: WAIT->OUT
68,True,Valid Sequence,192,10.11,270,14.21,4.11,ENTRY->WAIT->OUT,11.42s: ENTRY->WAIT; 12.42s: WAIT->OUT
69,True,Valid Sequence,193,10.16,263,13.84,3.68,ENTRY->WAIT->OUT,11.32s: ENTRY->WAIT; 12.37s: WAIT->OUT
70,True,Valid Sequence,195,10.26,348,18.32,8.05,ENTRY->WAIT->OUT,15.79s: ENTRY->WAIT; 17.16s: WAIT->OUT
71,True,Valid Sequence,195,10.26,251,13.21,2.95,ENTRY->WAIT->OUT,11.16s: ENTRY->WAIT; 12.00s: WAIT->OUT
72,True,Valid Sequence,207,10.89,289,15.21,4.32,ENTRY->WAIT->OUT,12.68s: ENTRY->WAIT; 13.58s: WAIT->OUT
73,True,Valid Sequence,304,16.00,376,19.79,3.79,ENTRY->WAIT->OUT,17.11s: ENTRY->WAIT; 18.53s: WAIT->OUT
74,True,Valid Sequence,307,16.16,355,18.68,2.53,ENTRY->WAIT->OUT,17.00s: ENTRY->WAIT; 17.53s: WAIT->OUT
75,True,Valid Sequence,314,16.53,353,18.58,2.05,ENTRY->WAIT->OUT,17.11s: ENTRY->WAIT; 17.47s: WAIT->OUT
76,True,Valid Sequence,315,16.58,360,18.95,2.37,ENTRY->WAIT->OUT,17.32s: ENTRY->WAIT; 17.74s: WAIT->OUT
77,True,Valid Sequence,331,17.42,446,23.47,6.05,ENTRY->WAIT->OUT,19.37s: ENTRY->WAIT; 20.42s: WAIT->OUT
78,True,Valid Sequence,341,17.95,538,28.32,10.37,ENTRY->WAIT->OUT,21.63s: ENTRY->WAIT; 25.26s: WAIT->OUT
79,True,Valid Sequence,343,18.05,395,20.79,2.74,ENTRY->WAIT->OUT,18.95s: ENTRY->WAIT; 19.53s: WAIT->OUT
80,True,Valid Sequence,371,19.53,526,27.68,8.16,ENTRY->WAIT->OUT,22.79s: ENTRY->WAIT; 24.53s: WAIT->OUT
81,True,Valid Sequence,382,20.11,479,25.21,5.11,ENTRY->WAIT->OUT,21.63s: ENTRY->WAIT; 23.05s: WAIT->OUT
82,True,Valid Sequence,387,20.37,543,28.58,8.21,ENTRY->WAIT->OUT,23.32s: ENTRY->WAIT; 25.05s: WAIT->OUT
83,False,Ghost (Started in OUT),405,21.32,551,29.00,7.68,OUT,
84,True,Valid Sequence,409,21.53,476,25.05,3.53,ENTRY->WAIT->OUT,22.37s: ENTRY->WAIT; 23.47s: WAIT->OUT
85,True,Valid Sequence,423,22.26,540,28.42,6.16,ENTRY->WAIT->OUT,23.79s: ENTRY->WAIT; 25.32s: WAIT->OUT
86,True,Valid Sequence,424,22.32,478,25.16,2.84,ENTRY->WAIT->OUT,23.63s: ENTRY->WAIT; 24.16s: WAIT->OUT
87,True,Valid Sequence,436,22.95,545,28.68,5.74,ENTRY->WAIT->OUT,24.74s: ENTRY->WAIT; 25.89s: WAIT->OUT
88,True,Valid Sequence,441,23.21,526,27.68,4.47,ENTRY->WAIT->OUT,24.32s: ENTRY->WAIT; 25.74s: WAIT->OUT
89,True,Valid Sequence,463,24.37,538,28.32,3.95,ENTRY->WAIT->OUT,25.47s: ENTRY->WAIT; 26.84s: WAIT->OUT
90,False,Ghost (Started in WAIT),545,28.68,545,28.68,0.00,WAIT,
91,True,Valid Sequence,683,35.95,776,40.84,4.89,ENTRY->WAIT->OUT,37.63s: ENTRY->WAIT; 38.58s: WAIT->OUT
92,True,Valid Sequence,689,36.26,776,40.84,4.58,ENTRY->WAIT->OUT,36.95s: ENTRY->WAIT; 38.32s: WAIT->OUT
93,True,Valid Sequence,690,36.32,788,41.47,5.16,ENTRY->WAIT->OUT,37.53s: ENTRY->WAIT; 38.84s: WAIT->OUT
94,True,Valid Sequence,698,36.74,791,41.63,4.89,ENTRY->WAIT->OUT,38.11s: ENTRY->WAIT; 39.26s: WAIT->OUT
